消息序号,采集时间,NR DU小区标识,下行RLC总吞吐率(bps),上行RLC总吞吐率(bps),下行MAC总吞吐率(bps),上行MAC总吞吐率(bps),运营商索引
417,2023-03-22 22:25:05 (963),1,0,2920,5064,474504,0
418,2023-03-22 22:25:06 (983),1,0,1296,1680,344304,0
419,2023-03-22 22:25:07 (983),1,0,2920,5064,480360,0
420,2023-03-22 22:25:08 (963),1,0,1296,2176,379152,0
421,2023-03-22 22:25:09 (963),1,0,2920,4624,505872,0
422,2023-03-22 22:25:10 (983),1,0,1296,2024,258720,0
423,2023-03-22 22:25:11 (963),1,0,2920,5616,559536,0
424,2023-03-22 22:25:12 (962),1,0,1296,2024,331656,0
425,2023-03-22 22:25:13 (983),1,0,3600,3496,565968,0
426,2023-03-22 22:25:14 (983),1,0,1296,2808,524952,0
427,2023-03-22 22:25:15 (963),1,0,3632,4624,618408,0
428,2023-03-22 22:25:16 (963),1,0,1296,1656,359184,0
429,2023-03-22 22:25:17 (963),1,0,3496,2760,420216,0
430,2023-03-22 22:25:18 (963),1,0,1296,2024,336768,0
431,2023-03-22 22:25:19 (963),1,0,3368,5120,374808,0
432,2023-03-22 22:25:20 (963),1,0,1296,2024,352704,0
433,2023-03-22 22:25:21 (963),1,0,4680,2392,330552,0
434,2023-03-22 22:25:22 (963),1,0,1296,2024,320568,0
435,2023-03-22 22:25:23 (983),1,0,4680,2760,298416,0
436,2023-03-22 22:25:24 (964),1,0,648,552,200664,0
437,2023-03-22 22:25:25 (963),1,0,5328,4784,492960,0
438,2023-03-22 22:25:26 (983),1,0,1296,1840,379680,0
439,2023-03-22 22:25:27 (963),1,0,5232,7248,313200,0
440,2023-03-22 22:25:28 (983),1,0,1296,2176,231168,0
441,2023-03-22 22:25:29 (963),1,0,4576,2760,304464,0
442,2023-03-22 22:25:30 (983),1,0,0,552,188640,0
443,2023-03-22 22:25:31 (963),1,0,4024,3936,269904,0
444,2023-03-22 22:25:32 (963),1,0,0,552,182832,0
445,2023-03-22 22:25:33 (963),1,0,4024,3936,178440,0
446,2023-03-22 22:25:34 (963),1,0,0,552,79680,0
447,2023-03-22 22:25:35 (983),1,0,4576,3936,279320,0
448,2023-03-22 22:25:36 (963),1,0,0,0,109360,0
449,2023-03-22 22:25:37 (983),1,0,5784,9576,407544,0
450,2023-03-22 22:25:38 (963),1,0,0,1680,466840,0
451,2023-03-22 22:25:39 (963),1,0,5784,7080,522535,0
452,2023-03-22 22:25:40 (963),1,0,0,552,280768,0
453,2023-03-22 22:25:41 (983),1,0,5784,9088,565400,0
454,2023-03-22 22:25:42 (963),1,0,0,552,682376,0
455,2023-03-22 22:25:43 (963),1,0,5256,4608,487080,0
456,2023-03-22 22:25:44 (963),1,0,0,3456,986768,0
457,2023-03-22 22:25:45 (963),1,0,3920,5520,1305024,0
458,2023-03-22 22:25:46 (983),1,0,0,552,677632,0
459,2023-03-22 22:25:47 (963),1,0,3920,2576,475264,0
460,2023-03-22 22:25:48 (983),1,0,1248,3312,691840,0
461,2023-03-22 22:25:49 (963),1,0,3400,7176,1026560,0
462,2023-03-22 22:25:50 (963),1,0,1248,5520,393904,0
463,2023-03-22 22:25:51 (963),1,0,3368,8832,249776,0
464,2023-03-22 22:25:52 (963),1,0,1248,2760,175616,0
465,2023-03-22 22:25:53 (963),1,0,2712,8512,174744,0
466,2023-03-22 22:25:54 (963),1,0,1248,5856,258128,0
467,2023-03-22 22:25:55 (983),1,0,2712,9384,173024,0
468,2023-03-22 22:25:56 (963),1,0,1904,12144,178376,0
469,2023-03-22 22:25:57 (963),1,0,528,11592,87632,0
470,2023-03-22 22:25:58 (963),1,0,4088,13800,89784,0
471,2023-03-22 22:25:59 (963),1,0,2688,23736,129472,0
472,2023-03-22 22:26:00 (963),1,0,2560,14352,125656,0
473,2023-03-22 22:26:01 (963),1,0,2688,20424,149280,0
474,2023-03-22 22:26:02 (983),1,0,2560,17112,134984,0
475,2023-03-22 22:26:03 (963),1,0,2688,7728,142280,0
476,2023-03-22 22:26:04 (983),1,0,2560,10488,105216,0
477,2023-03-22 22:26:05 (963),1,0,2688,13248,83472,0
478,2023-03-22 22:26:06 (983),1,0,2560,6072,89000,0
479,2023-03-22 22:26:07 (983),1,0,2688,3312,19080,0
480,2023-03-22 22:26:08 (983),1,0,2560,4968,144544,0
481,2023-03-22 22:26:09 (983),1,0,1576,14352,113952,0
482,2023-03-22 22:26:10 (983),1,0,3776,9384,91640,0
483,2023-03-22 22:26:11 (963),1,0,2336,16728,50432,0
484,2023-03-22 22:26:12 (963),1,0,3544,1656,16808,0
485,2023-03-22 22:26:13 (963),1,0,3096,1656,11344,0
486,2023-03-22 22:26:14 (983),1,0,3344,7176,15936,0
487,2023-03-22 22:26:15 (963),1,0,2256,6992,12336,0
488,2023-03-22 22:26:16 (963),1,0,3656,13248,44688,0
489,2023-03-22 22:26:17 (963),1,0,2008,29256,19104,0
490,2023-03-22 22:26:18 (963),1,0,3760,54648,22432,0
491,2023-03-22 22:26:19 (963),1,0,1256,40848,20320,0
492,2023-03-22 22:26:20 (963),1,0,2056,39744,21728,0
493,2023-03-22 22:26:21 (963),1,0,272,58512,24064,0
494,2023-03-22 22:26:22 (963),1,0,0,0,0,0
495,2023-03-22 22:26:23 (983),1,0,0,0,0,0
496,2023-03-22 22:26:24 (963),1,0,0,0,0,0
497,2023-03-22 22:26:25 (963),1,0,0,0,0,0
498,2023-03-22 22:26:26 (963),1,0,0,0,0,0
499,2023-03-22 22:26:27 (983),1,0,0,0,0,0
500,2023-03-22 22:26:28 (983),1,0,0,0,0,0
501,2023-03-22 22:26:29 (964),1,0,0,552,0,0
502,2023-03-22 22:26:30 (964),1,0,0,0,0,0
503,2023-03-22 22:26:31 (983),1,0,0,0,0,0
504,2023-03-22 22:26:32 (963),1,0,0,0,0,0
505,2023-03-22 22:26:33 (963),1,0,0,2208,0,0
506,2023-03-22 22:26:34 (962),1,0,0,0,0,0
507,2023-03-22 22:26:35 (963),1,0,0,0,0,0
508,2023-03-22 22:26:36 (983),1,0,0,0,0,0
509,2023-03-22 22:26:37 (963),1,0,0,0,0,0
510,2023-03-22 22:26:38 (963),1,0,0,0,0,0
511,2023-03-22 22:26:39 (963),1,0,0,0,0,0
512,2023-03-22 22:26:40 (963),1,0,0,0,0,0
513,2023-03-22 22:26:41 (963),1,0,0,0,0,0
514,2023-03-22 22:26:42 (963),1,0,0,0,0,0
515,2023-03-22 22:26:43 (963),1,0,0,0,0,0
516,2023-03-22 22:26:44 (983),1,0,0,0,0,0
517,2023-03-22 22:26:45 (962),1,0,0,0,0,0
518,2023-03-22 22:26:46 (963),1,0,0,0,0,0
519,2023-03-22 22:26:47 (963),1,0,0,0,0,0
520,2023-03-22 22:26:48 (963),1,0,0,0,0,0
521,2023-03-22 22:26:49 (963),1,0,0,0,0,0
522,2023-03-22 22:26:50 (963),1,0,0,0,0,0
523,2023-03-22 22:26:51 (963),1,0,0,0,0,0
524,2023-03-22 22:26:52 (963),1,0,0,0,0,0
525,2023-03-22 22:26:53 (963),1,0,0,0,0,0
526,2023-03-22 22:26:54 (963),1,0,0,0,0,0
527,2023-03-22 22:26:55 (963),1,0,0,0,0,0
528,2023-03-22 22:26:56 (963),1,0,0,0,0,0
529,2023-03-22 22:26:57 (963),1,0,0,0,0,0
530,2023-03-22 22:26:58 (983),1,0,0,0,0,0
531,2023-03-22 22:26:59 (963),1,0,0,0,0,0
532,2023-03-22 22:27:00 (964),1,0,0,0,0,0
533,2023-03-22 22:27:01 (983),1,0,0,0,0,0
534,2023-03-22 22:27:02 (983),1,0,0,0,0,0
535,2023-03-22 22:27:03 (963),1,0,0,0,0,0
536,2023-03-22 22:27:04 (963),1,0,0,0,0,0
537,2023-03-22 22:27:05 (963),1,0,0,0,0,0
538,2023-03-22 22:27:06 (983),1,0,0,0,0,0
539,2023-03-22 22:27:07 (963),1,0,0,0,0,0
540,2023-03-22 22:27:08 (963),1,0,0,0,0,0
541,2023-03-22 22:27:09 (983),1,0,0,0,0,0
542,2023-03-22 22:27:10 (963),1,0,0,0,0,0
543,2023-03-22 22:27:11 (963),1,0,0,0,0,0
544,2023-03-22 22:27:12 (963),1,0,0,0,0,0
545,2023-03-22 22:27:13 (963),1,0,0,0,0,0
546,2023-03-22 22:27:14 (963),1,0,0,0,0,0
547,2023-03-22 22:27:15 (963),1,0,0,0,0,0
548,2023-03-22 22:27:16 (963),1,0,0,0,0,0
549,2023-03-22 22:27:17 (963),1,0,0,0,0,0
550,2023-03-22 22:27:18 (963),1,0,0,0,0,0
551,2023-03-22 22:27:19 (983),1,0,0,0,0,0
552,2023-03-22 22:27:20 (963),1,0,0,0,0,0
553,2023-03-22 22:27:21 (963),1,0,0,0,0,0
554,2023-03-22 22:27:22 (963),1,0,0,0,0,0
555,2023-03-22 22:27:23 (983),1,0,0,0,0,0
556,2023-03-22 22:27:24 (963),1,0,0,0,0,0
557,2023-03-22 22:27:25 (963),1,0,0,0,0,0
558,2023-03-22 22:27:26 (963),1,0,0,0,0,0
559,2023-03-22 22:27:27 (964),1,0,0,0,0,0
560,2023-03-22 22:27:28 (963),1,0,0,0,0,0
561,2023-03-22 22:27:29 (963),1,0,0,0,0,0
562,2023-03-22 22:27:30 (983),1,0,0,0,0,0
563,2023-03-22 22:27:31 (963),1,0,0,0,0,0
564,2023-03-22 22:27:32 (963),1,0,0,0,0,0
565,2023-03-22 22:27:33 (963),1,0,0,0,0,0
566,2023-03-22 22:27:34 (963),1,0,0,0,0,0
567,2023-03-22 22:27:35 (963),1,0,0,0,0,0
568,2023-03-22 22:27:36 (963),1,0,0,0,0,0
569,2023-03-22 22:27:37 (963),1,0,0,0,0,0
570,2023-03-22 22:27:38 (963),1,0,0,0,0,0
571,2023-03-22 22:27:39 (963),1,0,0,0,0,0
572,2023-03-22 22:27:40 (963),1,0,0,0,0,0
573,2023-03-22 22:27:41 (963),1,0,0,0,0,0
574,2023-03-22 22:27:42 (963),1,0,0,0,0,0
575,2023-03-22 22:27:43 (983),1,0,0,0,0,0
576,2023-03-22 22:27:44 (983),1,0,0,0,0,0
577,2023-03-22 22:27:45 (983),1,0,0,0,0,0
578,2023-03-22 22:27:46 (963),1,0,0,0,0,0
579,2023-03-22 22:27:47 (963),1,0,0,0,0,0
580,2023-03-22 22:27:48 (963),1,0,0,0,0,0
581,2023-03-22 22:27:49 (963),1,0,0,0,0,0
582,2023-03-22 22:27:50 (983),1,0,0,0,0,0
583,2023-03-22 22:27:51 (983),1,0,0,0,0,0
584,2023-03-22 22:27:52 (963),1,0,0,0,0,0
585,2023-03-22 22:27:53 (983),1,0,0,0,0,0
586,2023-03-22 22:27:54 (963),1,0,0,0,0,0
587,2023-03-22 22:27:55 (963),1,0,0,0,0,0
588,2023-03-22 22:27:56 (963),1,0,0,0,0,0
589,2023-03-22 22:27:57 (963),1,0,0,0,0,0
590,2023-03-22 22:27:58 (983),1,0,0,0,0,0
591,2023-03-22 22:27:59 (963),1,0,0,0,0,0
592,2023-03-22 22:28:00 (963),1,0,0,0,0,0
593,2023-03-22 22:28:01 (963),1,0,0,0,0,0
594,2023-03-22 22:28:02 (963),1,0,0,0,0,0
595,2023-03-22 22:28:03 (963),1,0,0,0,0,0
596,2023-03-22 22:28:04 (983),1,0,0,0,0,0
597,2023-03-22 22:28:05 (963),1,0,0,0,0,0
598,2023-03-22 22:28:06 (963),1,0,0,0,0,0
599,2023-03-22 22:28:07 (983),1,0,0,0,0,0
600,2023-03-22 22:28:08 (983),1,0,0,0,0,0
601,2023-03-22 22:28:09 (963),1,0,0,0,0,0
602,2023-03-22 22:28:10 (963),1,0,0,0,0,0
603,2023-03-22 22:28:11 (963),1,0,0,0,0,0
604,2023-03-22 22:28:12 (963),1,0,0,0,0,0
605,2023-03-22 22:28:13 (963),1,0,0,0,0,0
606,2023-03-22 22:28:14 (963),1,0,0,0,0,0
607,2023-03-22 22:28:15 (962),1,0,0,0,0,0
608,2023-03-22 22:28:16 (963),1,0,0,0,0,0
609,2023-03-22 22:28:17 (963),1,0,0,0,0,0
610,2023-03-22 22:28:18 (963),1,0,0,0,0,0
611,2023-03-22 22:28:19 (963),1,0,0,0,0,0
612,2023-03-22 22:28:20 (963),1,0,0,0,0,0
613,2023-03-22 22:28:21 (963),1,0,0,0,0,0
614,2023-03-22 22:28:22 (963),1,0,0,0,0,0
615,2023-03-22 22:28:23 (983),1,0,0,0,0,0
616,2023-03-22 22:28:24 (964),1,0,0,0,0,0
617,2023-03-22 22:28:25 (963),1,0,0,0,0,0
618,2023-03-22 22:28:26 (963),1,0,0,0,0,0
619,2023-03-22 22:28:27 (963),1,0,0,0,0,0
620,2023-03-22 22:28:28 (963),1,0,0,0,0,0
621,2023-03-22 22:28:29 (963),1,0,0,0,0,0
622,2023-03-22 22:28:30 (963),1,0,0,0,0,0
623,2023-03-22 22:28:31 (963),1,0,0,0,0,0
624,2023-03-22 22:28:32 (963),1,0,0,0,0,0
625,2023-03-22 22:28:33 (983),1,0,0,0,0,0
626,2023-03-22 22:28:34 (963),1,0,0,0,0,0
627,2023-03-22 22:28:35 (963),1,0,0,0,0,0
628,2023-03-22 22:28:36 (964),1,0,0,19608,555848,0
629,2023-03-22 22:28:37 (964),1,35768,45096,69984,681704,0
630,2023-03-22 22:28:38 (963),1,720,0,2640,182256,0
631,2023-03-22 22:28:39 (963),1,0,0,552,166896,0
632,2023-03-22 22:28:40 (963),1,0,0,552,166632,0
633,2023-03-22 22:28:41 (983),1,0,0,552,166632,0
634,2023-03-22 22:28:42 (963),1,0,3560,11488,677808,0
635,2023-03-22 22:28:43 (963),1,0,504,2640,314352,0
636,2023-03-22 22:28:44 (963),1,0,4080,9672,435000,0
637,2023-03-22 22:28:45 (983),1,0,1184,4728,340008,0
638,2023-03-22 22:28:46 (963),1,0,4080,9672,419064,0
639,2023-03-22 22:28:47 (963),1,0,1184,4728,314352,0
640,2023-03-22 22:28:48 (963),1,0,4080,9672,396384,0
641,2023-03-22 22:28:49 (963),1,0,2304,8904,436416,0
642,2023-03-22 22:28:50 (963),1,0,6528,13080,445296,0
643,2023-03-22 22:28:51 (963),1,0,2832,8904,413736,0
644,2023-03-22 22:28:52 (964),1,0,7072,13080,423456,0
645,2023-03-22 22:28:53 (983),1,0,3512,10992,375384,0
646,2023-03-22 22:28:54 (963),1,0,7072,13080,388080,0
647,2023-03-22 22:28:55 (963),1,0,4088,12600,378888,0
648,2023-03-22 22:28:56 (964),1,0,9152,15168,439392,0
649,2023-03-22 22:28:57 (963),1,0,4624,10992,535800,0
650,2023-03-22 22:28:58 (963),1,0,9112,10992,741592,0
651,2023-03-22 22:28:59 (963),1,0,6520,15168,703440,0
652,2023-03-22 22:29:00 (964),1,0,9656,10992,744832,0
653,2023-03-22 22:29:01 (963),1,0,8264,15168,709920,0
654,2023-03-22 22:29:02 (964),1,0,10832,15168,821800,0
655,2023-03-22 22:29:03 (964),1,0,10616,21432,687768,0
656,2023-03-22 22:29:04 (962),1,0,10680,10992,500416,0
657,2023-03-22 22:29:05 (963),1,0,10616,21432,532296,0
658,2023-03-22 22:29:06 (964),1,0,9288,13080,503656,0
659,2023-03-22 22:29:07 (963),1,0,9936,19344,535536,0
660,2023-03-22 22:29:08 (963),1,0,9288,13080,503656,0
661,2023-03-22 22:29:09 (963),1,0,9976,23520,535536,0
662,2023-03-22 22:29:10 (963),1,0,8760,10992,497176,0
663,2023-03-22 22:29:11 (964),1,0,11232,25608,577392,0
664,2023-03-22 22:29:12 (963),1,0,8760,14688,506640,0
665,2023-03-22 22:29:13 (963),1,0,11232,25128,714408,0
666,2023-03-22 22:29:14 (963),1,0,12952,12120,996360,0
667,2023-03-22 22:29:15 (963),1,0,11896,22896,628680,0
668,2023-03-22 22:29:16 (963),1,0,12432,14976,1007904,0
669,2023-03-22 22:29:17 (963),1,0,11896,23520,744480,0
670,2023-03-22 22:29:18 (963),1,0,12952,11568,815632,0
671,2023-03-22 22:29:19 (963),1,0,9440,23520,738504,0
672,2023-03-22 22:29:20 (963),1,0,12288,14208,973736,0
673,2023-03-22 22:29:21 (963),1,0,8856,25608,732552,0
674,2023-03-22 22:29:22 (963),1,0,7616,14688,580632,0
675,2023-03-22 22:29:23 (963),1,0,9512,23520,625464,0
676,2023-03-22 22:29:24 (963),1,0,7616,13080,584136,0
677,2023-03-22 22:29:25 (963),1,0,11376,23040,641664,0
678,2023-03-22 22:29:26 (983),1,0,7616,15168,583872,0
679,2023-03-22 22:29:27 (963),1,0,10800,21432,641616,0
680,2023-03-22 22:29:28 (963),1,0,8312,16296,618408,0
681,2023-03-22 22:29:29 (963),1,0,9576,17256,512808,0
682,2023-03-22 22:29:30 (963),1,0,8480,17256,640824,0
683,2023-03-22 22:29:31 (963),1,0,9728,17256,459840,0
684,2023-03-22 22:29:32 (963),1,0,8512,19344,618408,0
685,2023-03-22 22:29:33 (963),1,0,5824,19344,429264,0
686,2023-03-22 22:29:34 (963),1,0,8448,16848,558168,0
687,2023-03-22 22:29:35 (963),1,0,4656,12600,433176,0
688,2023-03-22 22:29:36 (964),1,0,10536,16776,641400,0
689,2023-03-22 22:29:37 (964),1,0,5208,13248,410496,0
690,2023-03-22 22:29:38 (963),1,0,7920,13416,1200816,0
691,2023-03-22 22:29:39 (963),1,0,7400,11808,446400,0
692,2023-03-22 22:29:40 (963),1,0,7952,11496,583560,0
693,2023-03-22 22:29:41 (963),1,0,7400,10536,1094232,0
694,2023-03-22 22:29:42 (963),1,0,7376,8728,911952,0
695,2023-03-22 22:29:43 (963),1,0,7424,7320,628672,0
696,2023-03-22 22:29:44 (963),1,0,5864,8448,565224,0
697,2023-03-22 22:29:45 (963),1,0,7448,5016,355896,0
698,2023-03-22 22:29:46 (983),1,0,4616,6440,529008,0
699,2023-03-22 22:29:47 (963),1,0,5416,4232,365928,0
700,2023-03-22 22:29:48 (963),1,0,4616,6344,1050888,0
701,2023-03-22 22:29:49 (963),1,0,7192,4600,358872,0
702,2023-03-22 22:29:50 (983),1,0,4096,3680,532560,0
703,2023-03-22 22:29:51 (963),1,0,7192,6256,656464,0
704,2023-03-22 22:29:52 (983),1,0,8080,5888,846880,0
705,2023-03-22 22:29:53 (963),1,0,6640,5520,736624,0
706,2023-03-22 22:29:54 (963),1,0,8080,5520,883144,0
707,2023-03-22 22:29:55 (983),1,0,7976,3312,744880,0
708,2023-03-22 22:29:56 (983),1,0,8080,4968,636192,0
709,2023-03-22 22:29:57 (963),1,0,11272,3864,483912,0
710,2023-03-22 22:29:58 (964),1,0,8080,4624,776752,0
711,2023-03-22 22:29:59 (963),1,0,11272,3312,810256,0
712,2023-03-22 22:30:00 (983),1,0,5400,4416,932376,0
713,2023-03-22 22:30:01 (963),1,0,11272,4624,756424,0
714,2023-03-22 22:30:02 (983),1,0,6048,4968,1055760,0
715,2023-03-22 22:30:03 (963),1,0,9888,4968,641424,0
716,2023-03-22 22:30:04 (963),1,0,6048,6072,624312,0
717,2023-03-22 22:30:05 (963),1,0,7800,4416,312296,0
718,2023-03-22 22:30:06 (963),1,0,5464,3312,652288,0
719,2023-03-22 22:30:07 (963),1,0,7800,3312,1130712,0
720,2023-03-22 22:30:08 (963),1,0,3736,3864,1015752,0
721,2023-03-22 22:30:09 (963),1,0,10064,9568,280208,0
722,2023-03-22 22:30:10 (963),1,0,5344,4416,524288,0
723,2023-03-22 22:30:11 (963),1,0,7120,6624,184664,0
724,2023-03-22 22:30:12 (963),1,0,5344,13616,150120,0
725,2023-03-22 22:30:13 (963),1,0,7432,7912,102640,0
726,2023-03-22 22:30:14 (983),1,0,5344,6808,148784,0
727,2023-03-22 22:30:15 (983),1,0,7408,7176,89888,0
728,2023-03-22 22:30:16 (964),1,0,5344,6624,116080,0
729,2023-03-22 22:30:17 (963),1,0,6568,8832,19224,0
730,2023-03-22 22:30:18 (984),1,0,6984,4968,52832,0
731,2023-03-22 22:30:19 (963),1,0,6168,5520,36304,0
732,2023-03-22 22:30:20 (964),1,0,6720,11040,40448,0
733,2023-03-22 22:30:21 (963),1,0,4904,9752,27536,0
734,2023-03-22 22:30:22 (963),1,0,7952,38272,34664,0
735,2023-03-22 22:30:23 (963),1,0,4904,28152,17392,0
736,2023-03-22 22:30:24 (963),1,0,3448,36432,17888,0
737,2023-03-22 22:30:25 (963),1,0,7432,56304,30864,0
738,2023-03-22 22:30:26 (963),1,0,4000,50232,19008,0
739,2023-03-22 22:30:27 (963),1,0,0,11040,2432,0
740,2023-03-22 22:30:28 (963),1,0,8,30360,7552,0
741,2023-03-22 22:30:29 (963),1,0,0,552,0,0
742,2023-03-22 22:30:30 (963),1,0,0,0,0,0
743,2023-03-22 22:30:31 (963),1,0,0,0,0,0
744,2023-03-22 22:30:32 (983),1,0,0,0,0,0
745,2023-03-22 22:30:33 (963),1,0,0,0,0,0
746,2023-03-22 22:30:34 (964),1,0,0,0,0,0
747,2023-03-22 22:30:35 (983),1,0,0,0,0,0
748,2023-03-22 22:30:36 (963),1,0,0,0,0,0
749,2023-03-22 22:30:37 (963),1,0,0,0,0,0
750,2023-03-22 22:30:38 (963),1,0,0,0,0,0
751,2023-03-22 22:30:39 (983),1,0,0,2688,0,0
752,2023-03-22 22:30:40 (963),1,0,0,0,0,0
753,2023-03-22 22:30:41 (983),1,0,0,0,0,0
754,2023-03-22 22:30:42 (963),1,0,0,0,0,0
755,2023-03-22 22:30:43 (963),1,0,0,0,0,0
756,2023-03-22 22:30:44 (983),1,0,0,0,0,0
757,2023-03-22 22:30:45 (963),1,0,0,0,0,0
758,2023-03-22 22:30:46 (963),1,0,0,0,0,0
759,2023-03-22 22:30:47 (963),1,0,0,0,0,0
760,2023-03-22 22:30:48 (983),1,0,0,0,0,0
761,2023-03-22 22:30:49 (963),1,0,0,0,0,0
762,2023-03-22 22:30:50 (963),1,0,0,0,0,0
763,2023-03-22 22:30:51 (963),1,0,0,0,0,0
764,2023-03-22 22:30:52 (963),1,0,0,0,0,0
765,2023-03-22 22:30:53 (963),1,0,0,0,0,0
766,2023-03-22 22:30:54 (963),1,0,0,0,0,0
767,2023-03-22 22:30:55 (963),1,0,0,0,0,0
768,2023-03-22 22:30:56 (983),1,0,0,0,0,0
769,2023-03-22 22:30:57 (963),1,0,0,0,0,0
770,2023-03-22 22:30:58 (963),1,0,0,0,0,0
771,2023-03-22 22:30:59 (963),1,0,0,0,0,0
772,2023-03-22 22:31:00 (983),1,0,0,0,0,0
773,2023-03-22 22:31:01 (963),1,0,0,0,0,0
774,2023-03-22 22:31:02 (983),1,0,0,0,0,0
775,2023-03-22 22:31:03 (963),1,0,0,0,0,0
776,2023-03-22 22:31:04 (963),1,0,0,0,0,0
777,2023-03-22 22:31:05 (963),1,0,0,0,0,0
778,2023-03-22 22:31:06 (963),1,0,0,0,0,0
779,2023-03-22 22:31:07 (963),1,0,0,0,0,0
780,2023-03-22 22:31:08 (963),1,0,0,0,0,0
781,2023-03-22 22:31:09 (963),1,0,0,0,0,0
782,2023-03-22 22:31:10 (963),1,0,0,0,0,0
783,2023-03-22 22:31:11 (963),1,0,0,0,0,0
784,2023-03-22 22:31:12 (983),1,0,0,0,0,0
785,2023-03-22 22:31:13 (963),1,0,0,0,0,0
786,2023-03-22 22:31:14 (983),1,0,0,0,0,0
787,2023-03-22 22:31:15 (963),1,0,0,0,0,0
788,2023-03-22 22:31:16 (963),1,0,0,0,0,0
789,2023-03-22 22:31:17 (963),1,0,0,0,0,0
790,2023-03-22 22:31:18 (963),1,0,0,0,0,0
791,2023-03-22 22:31:19 (983),1,0,0,0,0,0
792,2023-03-22 22:31:20 (963),1,0,0,0,0,0
793,2023-03-22 22:31:21 (963),1,0,0,0,0,0
794,2023-03-22 22:31:22 (963),1,0,0,0,0,0
795,2023-03-22 22:31:23 (963),1,0,0,0,0,0
796,2023-03-22 22:31:24 (983),1,0,0,0,0,0
797,2023-03-22 22:31:25 (963),1,0,0,0,0,0
798,2023-03-22 22:31:26 (963),1,0,0,0,0,0
799,2023-03-22 22:31:27 (963),1,0,0,0,0,0
800,2023-03-22 22:31:28 (962),1,0,0,0,0,0
801,2023-03-22 22:31:29 (983),1,0,0,0,0,0
802,2023-03-22 22:31:30 (964),1,0,0,0,0,0
803,2023-03-22 22:31:31 (963),1,0,0,0,0,0
804,2023-03-22 22:31:32 (983),1,0,0,0,0,0
805,2023-03-22 22:31:33 (963),1,0,0,0,0,0
806,2023-03-22 22:31:34 (963),1,0,0,0,0,0
807,2023-03-22 22:31:35 (963),1,0,0,0,0,0
808,2023-03-22 22:31:36 (963),1,0,0,0,0,0
809,2023-03-22 22:31:37 (982),1,0,0,0,0,0
810,2023-03-22 22:31:38 (963),1,0,0,6576,456192,0
811,2023-03-22 22:31:39 (963),1,35768,47592,97704,714232,0
812,2023-03-22 22:31:40 (963),1,720,0,3192,410496,0
813,2023-03-22 22:31:41 (963),1,0,2496,6816,278976,0
814,2023-03-22 22:31:42 (963),1,0,680,2640,214968,0
815,2023-03-22 22:31:43 (963),1,0,4168,10992,356208,0
816,2023-03-22 22:31:44 (963),1,0,2968,11544,652128,0
817,2023-03-22 22:31:45 (963),1,0,4672,10200,336456,0
818,2023-03-22 22:31:46 (983),1,0,3520,8592,342672,0
819,2023-03-22 22:31:47 (983),1,0,7120,8592,311368,0
820,2023-03-22 22:31:48 (963),1,0,3520,10200,375384,0
821,2023-03-22 22:31:49 (983),1,0,7120,8280,346176,0
822,2023-03-22 22:31:50 (963),1,0,4200,6896,546792,0
823,2023-03-22 22:31:51 (983),1,0,7696,9576,355896,0
824,2023-03-22 22:31:52 (963),1,0,4200,6192,439392,0
825,2023-03-22 22:31:53 (963),1,0,9088,6144,407776,0
826,2023-03-22 22:31:54 (963),1,0,4200,4968,471744,0
827,2023-03-22 22:31:55 (963),1,0,9904,4784,413592,0
828,2023-03-22 22:31:56 (963),1,0,4880,3312,447984,0
829,2023-03-22 22:31:57 (963),1,0,9904,3864,389848,0
830,2023-03-22 22:31:58 (963),1,0,6760,6072,1059192,0
831,2023-03-22 22:31:59 (963),1,0,10416,3864,834336,0
832,2023-03-22 22:32:00 (963),1,0,7344,5728,1540664,0
833,2023-03-22 22:32:01 (963),1,0,9024,5520,229432,0
834,2023-03-22 22:32:02 (963),1,0,6792,6280,378656,0
835,2023-03-22 22:32:03 (963),1,0,7104,4968,101776,0
836,2023-03-22 22:32:04 (983),1,0,6112,6072,152432,0
837,2023-03-22 22:32:05 (963),1,0,7680,5704,85216,0
838,2023-03-22 22:32:06 (963),1,0,7344,4416,197392,0
839,2023-03-22 22:32:07 (963),1,0,7680,5520,80264,0
840,2023-03-22 22:32:08 (963),1,0,10472,10488,125928,0
841,2023-03-22 22:32:09 (963),1,0,7152,3312,97192,0
842,2023-03-22 22:32:10 (983),1,0,11000,6624,62816,0
843,2023-03-22 22:32:11 (983),1,0,10464,4968,72200,0
844,2023-03-22 22:32:12 (983),1,0,11000,5520,81088,0
845,2023-03-22 22:32:13 (963),1,0,10464,6624,76488,0
846,2023-03-22 22:32:14 (963),1,0,10320,6072,89808,0
847,2023-03-22 22:32:15 (983),1,0,9392,4416,84416,0
848,2023-03-22 22:32:16 (963),1,0,7360,3864,77488,0
849,2023-03-22 22:32:17 (963),1,0,10496,6072,82424,0
850,2023-03-22 22:32:18 (963),1,0,8016,12696,79184,0
851,2023-03-22 22:32:19 (963),1,0,8408,4968,73704,0
852,2023-03-22 22:32:20 (963),1,0,8016,6440,46648,0
853,2023-03-22 22:32:21 (983),1,0,7592,9568,40104,0
854,2023-03-22 22:32:22 (983),1,0,6344,16560,36256,0
855,2023-03-22 22:32:23 (963),1,0,6744,3312,31072,0
856,2023-03-22 22:32:24 (963),1,0,5264,11248,32567,0
