消息序号,采集时间,NR DU小区标识,下行RLC总吞吐率(bps),上行RLC总吞吐率(bps),下行MAC总吞吐率(bps),上行MAC总吞吐率(bps)
1472,2023-04-06 21:04:21 (300),1,0,6832,8880,633792
1473,2023-04-06 21:04:22 (300),1,0,7136,4440,559440
1474,2023-04-06 21:04:23 (290),1,0,8055,5544,628440
1475,2023-04-06 21:04:24 (300),1,0,7136,5568,577392
1476,2023-04-06 21:04:25 (300),1,0,8055,7640,640416
1477,2023-04-06 21:04:26 (300),1,0,10776,3312,535184
1478,2023-04-06 21:04:27 (300),1,0,8039,9480,590928
1479,2023-04-06 21:04:28 (300),1,0,10256,3864,622688
1480,2023-04-06 21:04:29 (300),1,0,8167,12880,584120
1481,2023-04-06 21:04:30 (300),1,0,10240,5176,615128
1482,2023-04-06 21:04:31 (300),1,0,6416,7656,764016
1483,2023-04-06 21:04:32 (300),1,0,10240,4624,950016
1484,2023-04-06 21:04:33 (300),1,0,6384,7824,736744
1485,2023-04-06 21:04:34 (300),1,0,5384,3864,752776
1486,2023-04-06 21:04:35 (300),1,0,6368,3312,912864
1487,2023-04-06 21:04:36 (300),1,0,5384,2760,745560
1488,2023-04-06 21:04:37 (300),1,0,5008,3312,723216
1489,2023-04-06 21:04:38 (300),1,0,5384,2760,545320
1490,2023-04-06 21:04:39 (300),1,0,5008,3888,635752
1491,2023-04-06 21:04:40 (300),1,0,4928,12752,490384
1492,2023-04-06 21:04:41 (300),1,0,5008,3312,369784
1493,2023-04-06 21:04:42 (300),1,0,6320,5928,297624
1494,2023-04-06 21:04:43 (300),1,0,5512,8976,395144
1495,2023-04-06 21:04:44 (300),1,0,6320,2208,436088
1496,2023-04-06 21:04:45 (300),1,0,4024,3864,396416
1497,2023-04-06 21:04:46 (300),1,0,6320,3936,349704
1498,2023-04-06 21:04:47 (280),1,0,4552,8280,290048
1499,2023-04-06 21:04:48 (300),1,0,8408,5520,243112
1500,2023-04-06 21:04:49 (300),1,0,4576,5016,167440
1501,2023-04-06 21:04:50 (300),1,0,8360,2760,486952
1502,2023-04-06 21:04:51 (300),1,0,5232,7824,251376
1503,2023-04-06 21:04:52 (300),1,0,8360,1656,270400
1504,2023-04-06 21:04:53 (300),1,0,6440,3312,263736
1505,2023-04-06 21:04:54 (300),1,0,8952,3360,530056
1506,2023-04-06 21:04:55 (300),1,0,6440,6144,607560
1507,2023-04-06 21:04:56 (300),1,0,6864,6168,466952
1508,2023-04-06 21:04:57 (300),1,0,6440,4416,317824
1509,2023-04-06 21:04:58 (300),1,0,4936,3336,401296
1510,2023-04-06 21:04:59 (300),1,0,6520,7848,457264
1511,2023-04-06 21:05:00 (300),1,0,4936,2208,557088
1512,2023-04-06 21:05:01 (300),1,0,7136,7176,808048
1513,2023-04-06 21:05:02 (300),1,0,4416,2784,601064
1514,2023-04-06 21:05:03 (300),1,0,7136,3336,595736
1515,2023-04-06 21:05:04 (300),1,0,8400,3312,145352
1516,2023-04-06 21:05:05 (300),1,0,6560,9528,316056
1517,2023-04-06 21:05:06 (300),1,0,7016,4464,285488
1518,2023-04-06 21:05:07 (301),1,0,4672,7296,281808
1519,2023-04-06 21:05:08 (300),1,0,7016,3864,292032
1520,2023-04-06 21:05:09 (300),1,0,6784,5616,478088
1521,2023-04-06 21:05:10 (300),1,0,7016,8448,840704
1522,2023-04-06 21:05:11 (300),1,0,6832,5016,647696
1523,2023-04-06 21:05:12 (300),1,0,6272,5520,509360
1524,2023-04-06 21:05:13 (300),1,0,6832,5568,322784
1525,2023-04-06 21:05:14 (300),1,0,5616,5040,377672
1526,2023-04-06 21:05:15 (300),1,0,7560,3864,311384
1527,2023-04-06 21:05:16 (300),1,0,5616,4464,478992
1528,2023-04-06 21:05:17 (300),1,0,4920,8448,205576
1529,2023-04-06 21:05:18 (300),1,0,5616,2760,512312
1530,2023-04-06 21:05:19 (300),1,0,5576,6744,318032
1531,2023-04-06 21:05:20 (300),1,0,3560,3888,579200
1532,2023-04-06 21:05:21 (280),1,0,5576,15984,278824
1533,2023-04-06 21:05:22 (301),1,0,3560,19536,564968
1534,2023-04-06 21:05:23 (280),1,0,4184,4968,199816
1535,2023-04-06 21:05:24 (300),1,0,3560,3864,251760
1536,2023-04-06 21:05:25 (300),1,0,6280,5960,221688
1537,2023-04-06 21:05:26 (300),1,0,2968,2760,256248
1538,2023-04-06 21:05:27 (300),1,0,8200,9432,460424
1539,2023-04-06 21:05:28 (300),1,0,2288,7872,153632
1540,2023-04-06 21:05:29 (300),1,0,8200,5568,263688
1541,2023-04-06 21:05:30 (300),1,0,2952,3336,212864
1542,2023-04-06 21:05:31 (300),1,0,9432,19968,228152
1543,2023-04-06 21:05:32 (300),1,0,2952,5040,177784
1544,2023-04-06 21:05:33 (300),1,0,11624,7272,269144
1545,2023-04-06 21:05:34 (300),1,0,2952,6144,386096
1546,2023-04-06 21:05:35 (300),1,0,11544,7200,334056
1547,2023-04-06 21:05:36 (300),1,0,3112,8880,367880
1548,2023-04-06 21:05:37 (300),1,0,11544,4992,278616
1549,2023-04-06 21:05:38 (300),1,0,2904,4440,212400
1550,2023-04-06 21:05:39 (300),1,0,11416,7776,204864
1551,2023-04-06 21:05:40 (300),1,0,2904,2208,182952
1552,2023-04-06 21:05:41 (300),1,0,9968,6648,314424
1553,2023-04-06 21:05:42 (300),1,0,2904,3864,214144
1554,2023-04-06 21:05:43 (300),1,0,9416,11040,253792
1555,2023-04-06 21:05:44 (300),1,0,2816,9280,233472
1556,2023-04-06 21:05:45 (300),1,0,8864,8976,315352
1557,2023-04-06 21:05:46 (300),1,0,3368,7272,222752
1558,2023-04-06 21:05:47 (300),1,0,8864,8928,178352
1559,2023-04-06 21:05:48 (300),1,0,3368,3312,360408
1560,2023-04-06 21:05:49 (300),1,0,7472,7728,243152
1561,2023-04-06 21:05:50 (300),1,0,3368,4968,339080
1562,2023-04-06 21:05:51 (300),1,0,5632,7728,252296
1563,2023-04-06 21:05:52 (300),1,0,3368,5520,206792
1564,2023-04-06 21:05:53 (300),1,0,584,76072,42360
1565,2023-04-06 21:05:54 (300),1,0,0,149088,0
1566,2023-04-06 21:05:55 (300),1,0,0,0,0
1567,2023-04-06 21:05:56 (300),1,0,0,0,0
1568,2023-04-06 21:05:57 (300),1,0,0,0,0
1569,2023-04-06 21:05:58 (298),1,0,0,0,0
1570,2023-04-06 21:05:59 (300),1,0,0,0,0
1571,2023-04-06 21:06:00 (300),1,0,0,0,0
1572,2023-04-06 21:06:01 (300),1,0,0,0,0
1573,2023-04-06 21:06:02 (301),1,0,0,0,0
1574,2023-04-06 21:06:03 (300),1,0,0,0,0
1575,2023-04-06 21:06:04 (300),1,0,0,0,0
1576,2023-04-06 21:06:05 (300),1,0,0,0,0
1577,2023-04-06 21:06:06 (300),1,0,0,0,0
1578,2023-04-06 21:06:07 (300),1,0,0,0,0
1579,2023-04-06 21:06:08 (300),1,0,0,0,0
1580,2023-04-06 21:06:09 (300),1,0,0,0,0
1581,2023-04-06 21:06:10 (300),1,0,0,0,0
1582,2023-04-06 21:06:11 (300),1,0,0,0,0
1583,2023-04-06 21:06:12 (300),1,0,0,0,0
1584,2023-04-06 21:06:13 (300),1,0,0,0,0
1585,2023-04-06 21:06:14 (300),1,0,0,0,0
1586,2023-04-06 21:06:15 (300),1,0,0,0,0
1587,2023-04-06 21:06:16 (300),1,0,0,0,0
1588,2023-04-06 21:06:17 (300),1,0,0,0,0
1589,2023-04-06 21:06:18 (300),1,0,0,0,0
1590,2023-04-06 21:06:19 (300),1,0,0,0,0
1591,2023-04-06 21:06:20 (299),1,0,0,0,0
1592,2023-04-06 21:06:21 (300),1,0,0,0,0
1593,2023-04-06 21:06:22 (300),1,0,0,0,0
1594,2023-04-06 21:06:23 (300),1,0,0,17976,454704
1595,2023-04-06 21:06:24 (300),1,35784,48128,84896,667760
1596,2023-04-06 21:06:25 (300),1,720,0,2808,258384
1597,2023-04-06 21:06:26 (300),1,0,4120,13272,376896
1598,2023-04-06 21:06:27 (300),1,0,1248,2808,256560
1599,2023-04-06 21:06:28 (300),1,0,4120,6624,374688
1600,2023-04-06 21:06:29 (300),1,0,1248,2808,221184
1601,2023-04-06 21:06:30 (300),1,0,4120,8880,359352
1602,2023-04-06 21:06:31 (300),1,0,1248,2808,189312
1603,2023-04-06 21:06:32 (300),1,0,6040,10008,383424
1604,2023-04-06 21:06:33 (300),1,0,1248,2232,186072
1605,2023-04-06 21:06:34 (300),1,0,7216,10464,370320
1606,2023-04-06 21:06:35 (300),1,0,1360,1680,190680
1607,2023-04-06 21:06:36 (300),1,0,8352,7272,264688
1608,2023-04-06 21:06:37 (300),1,0,1360,1680,242480
1609,2023-04-06 21:06:38 (300),1,0,10320,7480,537352
1610,2023-04-06 21:06:39 (300),1,0,3680,4488,536408
1611,2023-04-06 21:06:40 (300),1,0,9200,12264,483224
1612,2023-04-06 21:06:41 (300),1,0,4360,11832,392304
1613,2023-04-06 21:06:42 (300),1,0,9200,12696,340256
1614,2023-04-06 21:06:43 (300),1,0,5040,3888,189568
1615,2023-04-06 21:06:44 (300),1,0,9200,7408,169080
1616,2023-04-06 21:06:45 (300),1,0,5040,6720,161808
1617,2023-04-06 21:06:46 (301),1,0,9776,9320,315904
1618,2023-04-06 21:06:47 (300),1,0,4456,4440,253120
1619,2023-04-06 21:06:48 (300),1,0,8968,11048,171104
1620,2023-04-06 21:06:49 (300),1,0,3456,3200,188856
1621,2023-04-06 21:06:50 (300),1,0,9864,10400,257656
1622,2023-04-06 21:06:51 (300),1,0,4336,3912,170320
1623,2023-04-06 21:06:52 (300),1,0,8960,17736,313944
1624,2023-04-06 21:06:53 (301),1,0,3896,7264,146880
1625,2023-04-06 21:06:54 (300),1,0,10792,7728,228712
1626,2023-04-06 21:06:55 (300),1,0,3240,5040,112528
1627,2023-04-06 21:06:56 (300),1,0,13024,5384,260776
1628,2023-04-06 21:06:57 (300),1,0,3240,3336,109832
1629,2023-04-06 21:06:58 (300),1,0,10776,113040,66592
1630,2023-04-06 21:06:59 (300),1,0,0,100552,0
1631,2023-04-06 21:07:00 (300),1,0,0,0,0
1632,2023-04-06 21:07:01 (300),1,0,0,0,0
1633,2023-04-06 21:07:02 (300),1,0,0,0,0
1634,2023-04-06 21:07:03 (300),1,0,0,0,0
1635,2023-04-06 21:07:04 (300),1,0,0,0,0
1636,2023-04-06 21:07:05 (300),1,0,0,0,0
1637,2023-04-06 21:07:06 (300),1,0,0,0,0
1638,2023-04-06 21:07:07 (300),1,0,0,0,0
1639,2023-04-06 21:07:08 (300),1,0,0,0,0
1640,2023-04-06 21:07:09 (300),1,0,0,0,0
1641,2023-04-06 21:07:10 (300),1,0,0,0,0
1642,2023-04-06 21:07:11 (290),1,0,0,0,0
1643,2023-04-06 21:07:12 (300),1,0,0,0,0
1644,2023-04-06 21:07:13 (300),1,0,0,0,0
1645,2023-04-06 21:07:14 (300),1,0,0,0,0
1646,2023-04-06 21:07:15 (300),1,0,0,0,0
1647,2023-04-06 21:07:16 (300),1,0,0,0,0
1648,2023-04-06 21:07:17 (300),1,0,0,0,0
1649,2023-04-06 21:07:18 (300),1,0,0,0,0
1650,2023-04-06 21:07:19 (300),1,0,0,0,0
1651,2023-04-06 21:07:20 (300),1,0,0,0,0
1652,2023-04-06 21:07:21 (300),1,0,0,0,0
1653,2023-04-06 21:07:22 (300),1,0,0,0,0
1654,2023-04-06 21:07:23 (300),1,0,0,0,0
1655,2023-04-06 21:07:24 (300),1,0,0,0,0
1656,2023-04-06 21:07:25 (300),1,0,0,0,0
1657,2023-04-06 21:07:26 (300),1,0,0,0,0
1658,2023-04-06 21:07:27 (300),1,0,0,0,0
1659,2023-04-06 21:07:28 (300),1,0,0,0,0
1660,2023-04-06 21:07:29 (300),1,0,0,0,0
1661,2023-04-06 21:07:30 (300),1,0,0,0,0
1662,2023-04-06 21:07:31 (301),1,0,0,0,0
1663,2023-04-06 21:07:32 (300),1,0,0,0,0
1664,2023-04-06 21:07:33 (300),1,0,0,0,0
1665,2023-04-06 21:07:34 (300),1,0,0,0,0
1666,2023-04-06 21:07:35 (300),1,0,0,3848,67184
1667,2023-04-06 21:07:36 (300),1,5096,34912,35200,740160
1668,2023-04-06 21:07:37 (300),1,39040,30576,64816,1002296
1669,2023-04-06 21:07:38 (300),1,0,4656,10128,534864
1670,2023-04-06 21:07:39 (300),1,0,2392,5040,564648
1671,2023-04-06 21:07:40 (300),1,0,6288,8352,532656
1672,2023-04-06 21:07:41 (300),1,0,2936,4464,782376
1673,2023-04-06 21:07:42 (300),1,0,6288,8608,771888
1674,2023-04-06 21:07:43 (300),1,0,2936,2760,490584
1675,2023-04-06 21:07:44 (300),1,0,9392,7408,498912
1676,2023-04-06 21:07:45 (300),1,0,2936,3728,637584
1677,2023-04-06 21:07:46 (300),1,0,10552,6072,602208
1678,2023-04-06 21:07:47 (300),1,0,3616,3864,457728
1679,2023-04-06 21:07:48 (300),1,0,11680,6072,606288
1680,2023-04-06 21:07:49 (300),1,0,3616,4440,432408
1681,2023-04-06 21:07:50 (300),1,0,13072,6304,662232
1682,2023-04-06 21:07:51 (300),1,0,4272,4440,448848
1683,2023-04-06 21:07:52 (300),1,0,13192,5728,816928
1684,2023-04-06 21:07:53 (300),1,0,4952,4416,684216
1685,2023-04-06 21:07:54 (300),1,0,13192,7960,1050504
1686,2023-04-06 21:07:55 (300),1,0,4976,4416,702816
1687,2023-04-06 21:07:56 (300),1,0,13768,7432,810160
1688,2023-04-06 21:07:57 (300),1,0,4976,3864,684216
1689,2023-04-06 21:07:58 (300),1,0,13648,8536,831720
1690,2023-04-06 21:07:59 (300),1,0,5632,16175,726432
1691,2023-04-06 21:08:00 (300),1,0,12256,7384,750144
1692,2023-04-06 21:08:01 (300),1,0,5608,9344,1197984
1693,2023-04-06 21:08:02 (300),1,0,11680,11480,758568
1694,2023-04-06 21:08:03 (300),1,0,6136,5520,544632
1695,2023-04-06 21:08:04 (300),1,0,12232,6280,577776
1696,2023-04-06 21:08:05 (300),1,0,6832,5520,378176
1697,2023-04-06 21:08:06 (300),1,0,13504,6280,980480
1698,2023-04-06 21:08:07 (300),1,0,6832,3864,934400
1699,2023-04-06 21:08:08 (300),1,0,15752,8880,961520
1700,2023-04-06 21:08:09 (300),1,0,6832,3864,694200
1701,2023-04-06 21:08:10 (300),1,0,13544,11848,402368
1702,2023-04-06 21:08:11 (300),1,0,8968,4416,202040
1703,2023-04-06 21:08:12 (300),1,0,11856,4416,109496
1704,2023-04-06 21:08:13 (300),1,0,9000,4416,180856
1705,2023-04-06 21:08:14 (300),1,0,11016,9136,292008
1706,2023-04-06 21:08:15 (300),1,0,8896,6488,206712
1707,2023-04-06 21:08:16 (300),1,0,6368,6488,254720
1708,2023-04-06 21:08:17 (300),1,0,8896,5728,296952
1709,2023-04-06 21:08:18 (300),1,0,5784,4968,347808
1710,2023-04-06 21:08:19 (301),1,0,7536,4968,363784
1711,2023-04-06 21:08:20 (300),1,0,5208,6736,342344
1712,2023-04-06 21:08:21 (300),1,0,6960,10008,525824
1713,2023-04-06 21:08:22 (300),1,0,6456,4416,539800
1714,2023-04-06 21:08:23 (300),1,0,6304,3888,433416
1715,2023-04-06 21:08:24 (300),1,0,9672,5520,600864
1716,2023-04-06 21:08:25 (300),1,0,8087,5520,356824
1717,2023-04-06 21:08:26 (300),1,0,10856,6832,326184
1718,2023-04-06 21:08:27 (300),1,0,6440,7776,448776
1719,2023-04-06 21:08:28 (300),1,0,10888,59136,290984
1720,2023-04-06 21:08:29 (300),1,0,5688,5520,189680
1721,2023-04-06 21:08:30 (300),1,0,12976,6072,208216
1722,2023-04-06 21:08:31 (300),1,0,4536,3864,237952
1723,2023-04-06 21:08:32 (300),1,0,10784,9248,292760
1724,2023-04-06 21:08:33 (300),1,0,6496,5016,242792
1725,2023-04-06 21:08:34 (300),1,0,11440,7384,262728
1726,2023-04-06 21:08:35 (300),1,0,6496,3312,275968
1727,2023-04-06 21:08:36 (300),1,0,11440,6648,518535
1728,2023-04-06 21:08:37 (299),1,0,7072,3864,445736
1729,2023-04-06 21:08:38 (300),1,0,9352,6072,458632
1730,2023-04-06 21:08:39 (300),1,0,7072,4440,385712
1731,2023-04-06 21:08:40 (300),1,0,8103,7200,666888
1732,2023-04-06 21:08:41 (300),1,0,7072,9480,893944
1733,2023-04-06 21:08:42 (300),1,0,8103,8536,668328
1734,2023-04-06 21:08:43 (300),1,0,7768,5016,443056
1735,2023-04-06 21:08:44 (300),1,0,8080,4624,784904
1736,2023-04-06 21:08:45 (300),1,0,6696,6488,436256
1737,2023-04-06 21:08:46 (300),1,0,10280,7176,479256
1738,2023-04-06 21:08:47 (300),1,0,6696,3312,457696
1739,2023-04-06 21:08:48 (300),1,0,9688,5544,487704
1740,2023-04-06 21:08:49 (300),1,0,7272,4904,515568
1741,2023-04-06 21:08:50 (300),1,0,10240,15256,469416
1742,2023-04-06 21:08:51 (300),1,0,9408,3864,230264
1743,2023-04-06 21:08:52 (300),1,0,10736,9936,437344
1744,2023-04-06 21:08:53 (300),1,0,9408,6672,225064
1745,2023-04-06 21:08:54 (300),1,0,7400,6072,316568
1746,2023-04-06 21:08:55 (300),1,0,9408,4416,348728
1747,2023-04-06 21:08:56 (300),1,0,6272,11480,255880
1748,2023-04-06 21:08:57 (300),1,0,6264,4968,385584
1749,2023-04-06 21:08:58 (301),1,0,6296,6624,199184
1750,2023-04-06 21:08:59 (300),1,0,3632,3312,220376
1751,2023-04-06 21:09:00 (300),1,0,6264,6144,202576
1752,2023-04-06 21:09:01 (300),1,0,3632,7936,438168
1753,2023-04-06 21:09:02 (300),1,0,5568,5544,322896
1754,2023-04-06 21:09:03 (300),1,0,4208,9592,245992
1755,2023-04-06 21:09:04 (300),1,0,5568,6144,203896
1756,2023-04-06 21:09:05 (300),1,0,5568,6072,175904
1757,2023-04-06 21:09:06 (300),1,0,5568,7800,281656
1758,2023-04-06 21:09:07 (300),1,0,7608,3312,174312
1759,2023-04-06 21:09:08 (300),1,0,5568,3312,181912
1760,2023-04-06 21:09:09 (300),1,0,7608,5520,193720
1761,2023-04-06 21:09:10 (300),1,0,6152,4968,348896
1762,2023-04-06 21:09:11 (300),1,0,8183,4416,175656
1763,2023-04-06 21:09:12 (300),1,0,6816,6072,189232
1764,2023-04-06 21:09:13 (301),1,0,7504,3336,194496
1765,2023-04-06 21:09:14 (300),1,0,6920,5520,149664
1766,2023-04-06 21:09:15 (300),1,0,7504,2208,114440
1767,2023-04-06 21:09:16 (300),1,0,6424,5544,220960
1768,2023-04-06 21:09:17 (300),1,0,7504,2208,152272
1769,2023-04-06 21:09:18 (300),1,0,5904,8328,317224
1770,2023-04-06 21:09:19 (300),1,0,8032,2760,203688
1771,2023-04-06 21:09:20 (300),1,0,6944,5520,413928
1772,2023-04-06 21:09:21 (300),1,0,6776,3864,204496
1773,2023-04-06 21:09:22 (300),1,0,5736,5520,411208
1774,2023-04-06 21:09:23 (300),1,0,6248,4504,253288
1775,2023-04-06 21:09:24 (300),1,0,2360,92928,113960
1776,2023-04-06 21:09:25 (300),1,0,0,111704,0
1777,2023-04-06 21:09:26 (300),1,0,0,0,0
1778,2023-04-06 21:09:27 (300),1,0,0,0,0
1779,2023-04-06 21:09:28 (300),1,0,0,0,0
1780,2023-04-06 21:09:29 (300),1,0,0,0,0
1781,2023-04-06 21:09:30 (300),1,0,0,0,0
1782,2023-04-06 21:09:31 (301),1,0,0,0,0
1783,2023-04-06 21:09:32 (300),1,0,0,0,0
1784,2023-04-06 21:09:33 (300),1,0,0,0,0
1785,2023-04-06 21:09:34 (300),1,0,0,0,0
1786,2023-04-06 21:09:35 (300),1,0,0,0,0
1787,2023-04-06 21:09:36 (300),1,0,0,0,0
1788,2023-04-06 21:09:37 (300),1,0,0,0,0
1789,2023-04-06 21:09:38 (300),1,0,0,0,0
1790,2023-04-06 21:09:39 (301),1,0,0,0,0
1791,2023-04-06 21:09:40 (300),1,0,0,0,0
1792,2023-04-06 21:09:41 (300),1,0,0,0,0
1793,2023-04-06 21:09:42 (300),1,0,0,0,0
1794,2023-04-06 21:09:43 (301),1,0,0,0,0
1795,2023-04-06 21:09:44 (300),1,0,0,0,0
1796,2023-04-06 21:09:45 (300),1,0,0,0,0
1797,2023-04-06 21:09:46 (300),1,0,0,0,0
1798,2023-04-06 21:09:47 (300),1,0,0,0,0
1799,2023-04-06 21:09:48 (300),1,0,0,0,0
1800,2023-04-06 21:09:49 (300),1,0,0,0,0
1801,2023-04-06 21:09:50 (300),1,0,0,0,0
1802,2023-04-06 21:09:51 (300),1,0,0,0,0
1803,2023-04-06 21:09:52 (300),1,0,0,0,0
1804,2023-04-06 21:09:53 (300),1,0,0,0,0
1805,2023-04-06 21:09:54 (300),1,0,0,0,0
1806,2023-04-06 21:09:55 (300),1,0,0,0,0
1807,2023-04-06 21:09:56 (300),1,0,0,0,0
1808,2023-04-06 21:09:57 (300),1,0,0,0,0
1809,2023-04-06 21:09:58 (300),1,0,0,0,0
1810,2023-04-06 21:09:59 (300),1,0,0,0,0
1811,2023-04-06 21:10:00 (300),1,0,0,0,0
1812,2023-04-06 21:10:01 (300),1,0,0,0,0
1813,2023-04-06 21:10:02 (300),1,0,0,0,0
1814,2023-04-06 21:10:03 (300),1,0,0,3168,19464
1815,2023-04-06 21:10:04 (300),1,5096,18608,77888,664600
1816,2023-04-06 21:10:05 (300),1,31408,31080,43672,644720
1817,2023-04-06 21:10:06 (300),1,0,5208,12960,373968
1818,2023-04-06 21:10:07 (300),1,0,1712,3912,352704
1819,2023-04-06 21:10:08 (300),1,0,5736,16079,373392
1820,2023-04-06 21:10:09 (300),1,0,2256,3936,375384
1821,2023-04-06 21:10:10 (301),1,0,5736,8424,337440
1822,2023-04-06 21:10:11 (300),1,0,1752,1656,301656
1823,2023-04-06 21:10:12 (300),1,0,7656,9576,375120
1824,2023-04-06 21:10:13 (300),1,0,1752,1656,308400
1825,2023-04-06 21:10:14 (300),1,0,8784,6120,362952
1826,2023-04-06 21:10:15 (300),1,0,2960,2232,340224
1827,2023-04-06 21:10:16 (300),1,0,10592,25472,968960
1828,2023-04-06 21:10:17 (300),1,0,2960,3360,397800
1829,2023-04-06 21:10:18 (300),1,0,11880,7312,357456
1830,2023-04-06 21:10:19 (300),1,0,3488,3912,551424
1831,2023-04-06 21:10:20 (300),1,0,13416,22616,775744
1832,2023-04-06 21:10:21 (300),1,0,4168,4440,488520
1833,2023-04-06 21:10:22 (300),1,0,12720,8064,439816
1834,2023-04-06 21:10:23 (300),1,0,4848,2760,436152
1835,2023-04-06 21:10:24 (300),1,0,13928,17744,555912
1836,2023-04-06 21:10:25 (300),1,0,4848,11136,1138152
1837,2023-04-06 21:10:26 (300),1,0,13088,6072,761136
1838,2023-04-06 21:10:27 (300),1,0,4848,5040,471792
1839,2023-04-06 21:10:28 (300),1,0,11000,12312,483336
1840,2023-04-06 21:10:29 (300),1,0,4848,5800,544680
1841,2023-04-06 21:10:30 (300),1,0,11576,6624,773352
1842,2023-04-06 21:10:31 (300),1,0,4848,12384,677160
1843,2023-04-06 21:10:32 (300),1,0,11576,13768,742248
1844,2023-04-06 21:10:33 (300),1,0,5544,3520,754704
1845,2023-04-06 21:10:34 (300),1,0,11656,8720,463752
1846,2023-04-06 21:10:35 (300),1,0,5544,2760,841080
1847,2023-04-06 21:10:36 (300),1,0,12512,21352,658360
1848,2023-04-06 21:10:37 (300),1,0,5424,16944,641208
1849,2023-04-06 21:10:38 (300),1,0,12016,7488,581112
1850,2023-04-06 21:10:39 (300),1,0,5576,6832,829680
1851,2023-04-06 21:10:40 (300),1,0,10800,5176,1333368
1852,2023-04-06 21:10:41 (300),1,0,4336,3312,571544
1853,2023-04-06 21:10:42 (300),1,0,12040,6304,637160
1854,2023-04-06 21:10:43 (300),1,0,4864,3864,543048
1855,2023-04-06 21:10:44 (300),1,0,12768,12080,432632
1856,2023-04-06 21:10:45 (300),1,0,4864,3864,457968
1857,2023-04-06 21:10:46 (300),1,0,11720,8920,506520
1858,2023-04-06 21:10:47 (300),1,0,2296,2760,192496
1859,2023-04-06 21:10:48 (300),1,0,11168,8832,398800
1860,2023-04-06 21:10:49 (300),1,0,0,52992,143568
1861,2023-04-06 21:10:50 (300),1,0,0,129720,0
1862,2023-04-06 21:10:51 (300),1,0,0,0,0
1863,2023-04-06 21:10:52 (300),1,0,0,0,0
1864,2023-04-06 21:10:53 (300),1,0,0,0,0
1865,2023-04-06 21:10:54 (300),1,0,0,0,0
1866,2023-04-06 21:10:55 (300),1,0,0,0,0
1867,2023-04-06 21:10:56 (300),1,0,0,0,0
1868,2023-04-06 21:10:57 (300),1,0,0,0,0
1869,2023-04-06 21:10:58 (300),1,0,0,0,0
1870,2023-04-06 21:10:59 (300),1,0,0,0,0
1871,2023-04-06 21:11:00 (300),1,0,0,0,0
1872,2023-04-06 21:11:01 (300),1,0,0,0,0
1873,2023-04-06 21:11:02 (300),1,0,0,0,0
1874,2023-04-06 21:11:03 (300),1,0,0,0,0
1875,2023-04-06 21:11:04 (299),1,0,0,0,0
1876,2023-04-06 21:11:05 (300),1,0,0,0,0
1877,2023-04-06 21:11:06 (300),1,0,0,0,0
1878,2023-04-06 21:11:07 (300),1,0,0,0,0
1879,2023-04-06 21:11:08 (300),1,0,0,0,0
1880,2023-04-06 21:11:09 (300),1,0,0,0,0
1881,2023-04-06 21:11:10 (300),1,0,0,5856,369064
1882,2023-04-06 21:11:11 (300),1,12728,38072,40864,682344
1883,2023-04-06 21:11:12 (300),1,23776,10648,34208,547632
1884,2023-04-06 21:11:13 (300),1,0,4120,10704,710808
1885,2023-04-06 21:11:14 (300),1,0,680,1680,298680
1886,2023-04-06 21:11:15 (300),1,0,4688,10704,600768
1887,2023-04-06 21:11:16 (300),1,0,680,1680,256560
1888,2023-04-06 21:11:17 (300),1,0,4688,11808,415824
1889,2023-04-06 21:11:18 (300),1,0,1264,2808,340272
1890,2023-04-06 21:11:19 (300),1,0,8384,15376,594576
1891,2023-04-06 21:11:20 (300),1,0,1264,3568,534960
1892,2023-04-06 21:11:21 (300),1,0,8384,12960,505392
1893,2023-04-06 21:11:22 (300),1,0,1944,2232,375960
1894,2023-04-06 21:11:23 (300),1,0,9528,10704,439992
1895,2023-04-06 21:11:24 (300),1,0,1944,4144,304256
1896,2023-04-06 21:11:25 (300),1,0,10920,13512,742184
1897,2023-04-06 21:11:26 (300),1,0,1944,2808,542760
1898,2023-04-06 21:11:27 (300),1,0,11736,11208,1109160
1899,2023-04-06 21:11:28 (300),1,0,2624,2208,632328
1900,2023-04-06 21:11:29 (300),1,0,11736,9456,1155472
1901,2023-04-06 21:11:30 (300),1,0,3304,3936,565744
1902,2023-04-06 21:11:31 (300),1,0,12864,8928,520432
1903,2023-04-06 21:11:32 (300),1,0,3304,2208,314504
1904,2023-04-06 21:11:33 (300),1,0,11472,10008,265976
1905,2023-04-06 21:11:34 (300),1,0,3304,6328,338784
1906,2023-04-06 21:11:35 (300),1,0,10080,8880,340880
1907,2023-04-06 21:11:36 (300),1,0,2624,9736,588040
1908,2023-04-06 21:11:37 (300),1,0,10656,10264,244664
1909,2023-04-06 21:11:38 (300),1,0,2624,2760,189408
1910,2023-04-06 21:11:39 (300),1,0,10656,9984,173896
1911,2023-04-06 21:11:40 (300),1,0,3320,7824,230848
1912,2023-04-06 21:11:41 (300),1,0,10656,9088,216640
1913,2023-04-06 21:11:42 (300),1,0,3880,6672,317728
1914,2023-04-06 21:11:43 (300),1,0,16015,26904,128919
1915,2023-04-06 21:11:44 (300),1,0,3880,14840,105904
1916,2023-04-06 21:11:45 (300),1,0,14920,34864,29424
1917,2023-04-06 21:11:46 (300),1,0,5240,21216,53240
