消息序号,采集时间,NR DU小区标识,下行RLC总吞吐率(bps),上行RLC总吞吐率(bps),下行MAC总吞吐率(bps),上行MAC总吞吐率(bps)
2024,2023-04-06 21:13:33 (300),1,0,0,0,0
2025,2023-04-06 21:13:34 (300),1,0,0,0,0
2026,2023-04-06 21:13:35 (300),1,0,0,0,0
2027,2023-04-06 21:13:36 (300),1,0,0,3856,294600
2028,2023-04-06 21:13:37 (300),1,0,17552,75224,476168
2029,2023-04-06 21:13:38 (300),1,36504,30576,66928,544016
2030,2023-04-06 21:13:39 (300),1,0,5184,6168,308136
2031,2023-04-06 21:13:40 (300),1,0,1208,3312,384216
2032,2023-04-06 21:13:41 (300),1,0,6920,10056,432616
2033,2023-04-06 21:13:42 (300),1,0,1752,4992,451464
2034,2023-04-06 21:13:43 (300),1,0,6920,9000,513648
2035,2023-04-06 21:13:44 (300),1,0,1752,2232,317856
2036,2023-04-06 21:13:45 (300),1,0,7608,38376,247600
2037,2023-04-06 21:13:46 (300),1,0,2984,23856,299664
2038,2023-04-06 21:13:47 (300),1,0,10024,16680,1205704
2039,2023-04-06 21:13:48 (300),1,0,2432,2760,358704
2040,2023-04-06 21:13:49 (300),1,0,10024,18384,367592
2041,2023-04-06 21:13:50 (300),1,0,2432,3336,456976
2042,2023-04-06 21:13:51 (300),1,0,11992,7408,264408
2043,2023-04-06 21:13:52 (300),1,0,2432,9384,103488
2044,2023-04-06 21:13:53 (300),1,0,13464,19144,191512
2045,2023-04-06 21:13:54 (300),1,0,3112,2232,193448
2046,2023-04-06 21:13:55 (300),1,0,13464,11784,185216
2047,2023-04-06 21:13:56 (300),1,0,3792,1656,149688
2048,2023-04-06 21:13:57 (300),1,0,12808,7176,164832
2049,2023-04-06 21:13:58 (300),1,0,3792,1656,142136
2050,2023-04-06 21:13:59 (300),1,0,11992,11208,120192
2051,2023-04-06 21:14:00 (300),1,0,3792,1656,91720
2052,2023-04-06 21:14:01 (300),1,0,10560,18168,88928
2053,2023-04-06 21:14:02 (300),1,0,3112,55736,46800
2054,2023-04-06 21:14:03 (300),1,0,11744,40992,49504
2055,2023-04-06 21:14:04 (300),1,0,3688,11968,65336
2056,2023-04-06 21:14:05 (300),1,0,11744,8832,83640
2057,2023-04-06 21:14:06 (300),1,0,4384,13800,60696
2058,2023-04-06 21:14:07 (300),1,0,12192,4416,89136
2059,2023-04-06 21:14:08 (300),1,0,3936,2208,57296
2060,2023-04-06 21:14:09 (300),1,0,16528,6624,107296
2061,2023-04-06 21:14:10 (300),1,0,3832,3312,69560
2062,2023-04-06 21:14:11 (300),1,0,13144,4416,125272
2063,2023-04-06 21:14:12 (300),1,0,5216,2760,91664
2064,2023-04-06 21:14:13 (300),1,0,12584,6832,187368
2065,2023-04-06 21:14:14 (300),1,0,3976,2760,95976
2066,2023-04-06 21:14:15 (300),1,0,12664,7176,94296
2067,2023-04-06 21:14:16 (300),1,0,3976,3312,68128
2068,2023-04-06 21:14:17 (300),1,0,7808,5520,109864
2069,2023-04-06 21:14:18 (300),1,0,4552,5520,102344
2070,2023-04-06 21:14:19 (300),1,0,6624,3864,93176
2071,2023-04-06 21:14:20 (298),1,0,1936,2760,92304
2072,2023-04-06 21:14:21 (300),1,0,6624,4968,107728
2073,2023-04-06 21:14:22 (300),1,0,1936,6144,197584
2074,2023-04-06 21:14:23 (300),1,0,6088,4416,114096
2075,2023-04-06 21:14:24 (300),1,0,1936,4416,94184
2076,2023-04-06 21:14:25 (300),1,0,8176,11592,116848
2077,2023-04-06 21:14:26 (300),1,0,4336,7456,121680
2078,2023-04-06 21:14:27 (300),1,0,8704,80448,48128
2079,2023-04-06 21:14:28 (300),1,0,5696,32176,58496
2080,2023-04-06 21:14:29 (300),1,0,6336,11800,20704
2081,2023-04-06 21:14:30 (300),1,0,0,0,0
2082,2023-04-06 21:14:31 (300),1,0,0,0,0
2083,2023-04-06 21:14:32 (300),1,0,0,0,0
2084,2023-04-06 21:14:33 (300),1,0,0,0,0
2085,2023-04-06 21:14:34 (280),1,0,0,0,0
2086,2023-04-06 21:14:35 (300),1,0,0,0,0
2087,2023-04-06 21:14:36 (300),1,0,0,13848,0
2088,2023-04-06 21:14:37 (300),1,0,0,20736,0
2089,2023-04-06 21:14:38 (300),1,0,0,0,0
2090,2023-04-06 21:14:39 (300),1,0,0,0,0
2091,2023-04-06 21:14:40 (300),1,0,0,0,0
2092,2023-04-06 21:14:41 (300),1,0,0,0,0
2093,2023-04-06 21:14:42 (300),1,0,0,0,0
2094,2023-04-06 21:14:43 (300),1,0,0,0,0
2095,2023-04-06 21:14:44 (300),1,0,0,0,0
2096,2023-04-06 21:14:45 (300),1,0,0,0,0
2097,2023-04-06 21:14:46 (300),1,0,0,0,0
2098,2023-04-06 21:14:47 (300),1,0,0,0,0
2099,2023-04-06 21:14:48 (300),1,0,0,0,0
2100,2023-04-06 21:14:49 (300),1,0,0,0,0
2101,2023-04-06 21:14:50 (300),1,0,0,0,0
2102,2023-04-06 21:14:51 (300),1,0,0,0,0
2103,2023-04-06 21:14:52 (300),1,0,0,0,0
2104,2023-04-06 21:14:53 (300),1,0,0,0,0
2105,2023-04-06 21:14:54 (300),1,0,0,8216,233432
2106,2023-04-06 21:14:55 (300),1,0,17552,62096,405880
2107,2023-04-06 21:14:56 (300),1,36504,30576,176120,687224
2108,2023-04-06 21:14:57 (300),1,0,4120,29728,822272
2109,2023-04-06 21:14:58 (300),1,0,1248,3936,599936
2110,2023-04-06 21:14:59 (300),1,0,5184,25392,561472
2111,2023-04-06 21:15:00 (300),1,0,1776,3336,474136
2112,2023-04-06 21:15:01 (300),1,0,6368,14640,584920
2113,2023-04-06 21:15:02 (300),1,0,2320,3336,204624
2114,2023-04-06 21:15:03 (300),1,0,8288,8400,240104
2115,2023-04-06 21:15:04 (300),1,0,2320,3336,254648
2116,2023-04-06 21:15:05 (300),1,0,10056,18912,155392
2117,2023-04-06 21:15:06 (300),1,0,3568,2760,130383
2118,2023-04-06 21:15:07 (300),1,0,10632,5728,217864
2119,2023-04-06 21:15:08 (300),1,0,3568,3888,152808
2120,2023-04-06 21:15:09 (300),1,0,12024,20248,266992
2121,2023-04-06 21:15:10 (300),1,0,3568,2784,158128
2122,2023-04-06 21:15:11 (300),1,0,11448,10312,332000
2123,2023-04-06 21:15:12 (300),1,0,4248,3864,262784
2124,2023-04-06 21:15:13 (300),1,0,12104,13096,382160
2125,2023-04-06 21:15:14 (300),1,0,4248,5016,265376
2126,2023-04-06 21:15:15 (300),1,0,12680,8328,382456
2127,2023-04-06 21:15:16 (300),1,0,4248,4872,320192
2128,2023-04-06 21:15:17 (300),1,0,12024,5728,280448
2129,2023-04-06 21:15:18 (300),1,0,4248,2760,183832
2130,2023-04-06 21:15:19 (300),1,0,11328,12976,270000
2131,2023-04-06 21:15:20 (300),1,0,4248,6168,176200
2132,2023-04-06 21:15:21 (300),1,0,11968,8536,410840
2133,2023-04-06 21:15:22 (300),1,0,4928,5544,200336
2134,2023-04-06 21:15:23 (300),1,0,13152,17032,494776
2135,2023-04-06 21:15:24 (300),1,0,5624,8376,231848
2136,2023-04-06 21:15:25 (300),1,0,12456,17624,358040
2137,2023-04-06 21:15:26 (300),1,0,5624,12096,327552
2138,2023-04-06 21:15:27 (300),1,0,14600,8696,343456
2139,2023-04-06 21:15:28 (300),1,0,6304,3360,204752
2140,2023-04-06 21:15:29 (300),1,0,14080,13056,311888
2141,2023-04-06 21:15:30 (300),1,0,5736,13368,429888
2142,2023-04-06 21:15:31 (301),1,0,13536,9824,506264
2143,2023-04-06 21:15:32 (300),1,0,4512,6624,285328
2144,2023-04-06 21:15:33 (300),1,0,12888,8488,269880
2145,2023-04-06 21:15:34 (300),1,0,3968,3864,169472
2146,2023-04-06 21:15:35 (300),1,0,12864,8832,382488
2147,2023-04-06 21:15:36 (300),1,0,3288,2208,176112
2148,2023-04-06 21:15:37 (300),1,0,11032,12480,296328
2149,2023-04-06 21:15:38 (300),1,0,2720,2760,173304
2150,2023-04-06 21:15:39 (300),1,0,10456,12504,175984
2151,2023-04-06 21:15:40 (300),1,0,2720,1656,184280
2152,2023-04-06 21:15:41 (301),1,0,10528,8232,174544
2153,2023-04-06 21:15:42 (300),1,0,3344,2760,90840
2154,2023-04-06 21:15:43 (300),1,0,10496,10488,154792
2155,2023-04-06 21:15:44 (300),1,0,2696,1656,112272
2156,2023-04-06 21:15:45 (300),1,0,10480,8904,131696
2157,2023-04-06 21:15:46 (300),1,0,4056,3864,129175
2158,2023-04-06 21:15:47 (300),1,0,11168,11400,107088
2159,2023-04-06 21:15:48 (300),1,0,5072,4416,71672
2160,2023-04-06 21:15:49 (300),1,0,9664,12288,78160
2161,2023-04-06 21:15:50 (300),1,0,5304,4968,91872
2162,2023-04-06 21:15:51 (300),1,0,10120,4992,51040
2163,2023-04-06 21:15:52 (300),1,0,4848,2760,109016
2164,2023-04-06 21:15:53 (300),1,0,9664,8280,58720
2165,2023-04-06 21:15:54 (300),1,0,4624,3864,82328
2166,2023-04-06 21:15:55 (300),1,0,9008,4968,51560
2167,2023-04-06 21:15:56 (300),1,0,4624,2760,116904
2168,2023-04-06 21:15:57 (300),1,0,9008,7176,94760
2169,2023-04-06 21:15:58 (300),1,0,4624,2760,88072
2170,2023-04-06 21:15:59 (300),1,0,8416,4968,67440
2171,2023-04-06 21:16:00 (300),1,0,4624,6504,110432
2172,2023-04-06 21:16:01 (300),1,0,8968,6120,95056
2173,2023-04-06 21:16:02 (300),1,0,3280,5592,165256
2174,2023-04-06 21:16:03 (300),1,0,7872,4440,115264
2175,2023-04-06 21:16:04 (300),1,0,3280,6384,200408
2176,2023-04-06 21:16:05 (300),1,0,8392,8488,112568
2177,2023-04-06 21:16:06 (300),1,0,3280,3864,131072
2178,2023-04-06 21:16:07 (300),1,0,10480,6072,118392
2179,2023-04-06 21:16:08 (300),1,0,2624,3312,118840
2180,2023-04-06 21:16:09 (300),1,0,9904,4416,120960
2181,2023-04-06 21:16:10 (300),1,0,3968,3864,120608
2182,2023-04-06 21:16:11 (300),1,0,8824,3864,122936
2183,2023-04-06 21:16:12 (300),1,0,4520,5200,166448
2184,2023-04-06 21:16:13 (300),1,0,8824,3864,150432
2185,2023-04-06 21:16:14 (300),1,0,5072,6096,150280
2186,2023-04-06 21:16:15 (300),1,0,5344,4968,103912
2187,2023-04-06 21:16:16 (300),1,0,5072,2760,149800
2188,2023-04-06 21:16:17 (300),1,0,4768,11208,198528
2189,2023-04-06 21:16:18 (300),1,0,1824,3336,218792
2190,2023-04-06 21:16:19 (300),1,0,3528,6624,209296
2191,2023-04-06 21:16:20 (300),1,0,1888,2208,141224
2192,2023-04-06 21:16:21 (301),1,0,4184,7200,181496
2193,2023-04-06 21:16:22 (300),1,0,1784,1656,223256
2194,2023-04-06 21:16:23 (300),1,0,4184,10976,234928
2195,2023-04-06 21:16:24 (300),1,0,2992,3312,252264
2196,2023-04-06 21:16:25 (300),1,0,3528,3312,102888
2197,2023-04-06 21:16:26 (300),1,0,5008,2760,145232
2198,2023-04-06 21:16:27 (300),1,0,4056,30192,19816
2199,2023-04-06 21:16:28 (300),1,0,5008,34920,46640
2200,2023-04-06 21:16:29 (300),1,0,0,1104,0
2201,2023-04-06 21:16:30 (300),1,0,0,2208,0
2202,2023-04-06 21:16:31 (300),1,0,0,0,0
2203,2023-04-06 21:16:32 (300),1,0,0,0,0
2204,2023-04-06 21:16:33 (300),1,0,0,0,0
2205,2023-04-06 21:16:34 (300),1,0,0,0,0
2206,2023-04-06 21:16:35 (300),1,0,0,0,0
2207,2023-04-06 21:16:36 (300),1,0,0,0,0
2208,2023-04-06 21:16:37 (300),1,0,0,0,0
2209,2023-04-06 21:16:38 (300),1,0,0,0,0
2210,2023-04-06 21:16:39 (300),1,0,0,1656,0
2211,2023-04-06 21:16:40 (300),1,0,0,0,0
2212,2023-04-06 21:16:41 (300),1,0,0,0,0
2213,2023-04-06 21:16:42 (300),1,0,0,0,0
2214,2023-04-06 21:16:43 (301),1,0,0,0,0
2215,2023-04-06 21:16:44 (300),1,0,0,0,0
2216,2023-04-06 21:16:45 (300),1,0,0,0,0
2217,2023-04-06 21:16:46 (300),1,0,0,0,0
2218,2023-04-06 21:16:47 (300),1,0,0,0,0
2219,2023-04-06 21:16:48 (300),1,0,0,0,0
2220,2023-04-06 21:16:49 (300),1,0,0,0,0
2221,2023-04-06 21:16:50 (300),1,0,0,0,0
2222,2023-04-06 21:16:51 (300),1,0,0,0,0
2223,2023-04-06 21:16:52 (300),1,0,0,0,0
2224,2023-04-06 21:16:53 (300),1,0,0,0,0
2225,2023-04-06 21:16:54 (300),1,0,0,0,0
2226,2023-04-06 21:16:55 (300),1,0,0,0,0
2227,2023-04-06 21:16:56 (300),1,0,0,0,0
2228,2023-04-06 21:16:57 (300),1,0,0,0,0
2229,2023-04-06 21:16:58 (301),1,0,0,0,0
2230,2023-04-06 21:16:59 (300),1,0,0,0,0
2231,2023-04-06 21:17:00 (300),1,0,0,0,0
2232,2023-04-06 21:17:01 (300),1,0,1392,31120,414696
2233,2023-04-06 21:17:02 (300),1,36504,46736,72280,667112
2234,2023-04-06 21:17:03 (300),1,0,2448,4488,214008
2235,2023-04-06 21:17:04 (300),1,0,3416,6144,412368
2236,2023-04-06 21:17:05 (300),1,0,0,0,154200
2237,2023-04-06 21:17:06 (300),1,0,6936,12720,265856
2238,2023-04-06 21:17:07 (300),1,0,1064,8832,359200
2239,2023-04-06 21:17:08 (300),1,0,1200,28040,149608
2240,2023-04-06 21:17:09 (300),1,0,5736,15704,219000
2241,2023-04-06 21:17:10 (300),1,0,8376,14544,576320
2242,2023-04-06 21:17:11 (300),1,0,5488,10056,349736
2243,2023-04-06 21:17:12 (300),1,0,6288,17448,475120
2244,2023-04-06 21:17:13 (300),1,0,5488,2416,282304
2245,2023-04-06 21:17:14 (300),1,0,4928,4416,425216
2246,2023-04-06 21:17:15 (300),1,0,5456,6072,185320
2247,2023-04-06 21:17:16 (301),1,0,8288,15184,122032
2248,2023-04-06 21:17:17 (300),1,0,4264,3312,58624
2249,2023-04-06 21:17:18 (300),1,0,9584,3864,79880
2250,2023-04-06 21:17:19 (300),1,0,7112,4416,101008
2251,2023-04-06 21:17:20 (300),1,0,7920,5520,149024
2252,2023-04-06 21:17:21 (300),1,0,6624,5520,125664
2253,2023-04-06 21:17:22 (300),1,0,9088,5384,155800
2254,2023-04-06 21:17:23 (300),1,0,5928,4416,144840
2255,2023-04-06 21:17:24 (300),1,0,10360,4968,240672
2256,2023-04-06 21:17:25 (300),1,0,5928,6328,260688
2257,2023-04-06 21:17:26 (300),1,0,8288,9432,163800
2258,2023-04-06 21:17:27 (300),1,0,5928,3312,122752
2259,2023-04-06 21:17:28 (300),1,0,8864,4416,101688
2260,2023-04-06 21:17:29 (300),1,0,6456,6624,123624
2261,2023-04-06 21:17:30 (300),1,0,9408,13168,115792
2262,2023-04-06 21:17:31 (300),1,0,7152,4416,153208
2263,2023-04-06 21:17:32 (300),1,0,10104,8280,172432
2264,2023-04-06 21:17:33 (300),1,0,8384,8616,147520
2265,2023-04-06 21:17:34 (300),1,0,12944,6072,211144
2266,2023-04-06 21:17:35 (300),1,0,7864,5520,147320
2267,2023-04-06 21:17:36 (300),1,0,11776,4072,170256
2268,2023-04-06 21:17:37 (302),1,0,7856,3312,117200
2269,2023-04-06 21:17:38 (300),1,0,11912,5176,274912
2270,2023-04-06 21:17:39 (300),1,0,7840,3864,88144
2271,2023-04-06 21:17:40 (300),1,0,9840,5040,266712
2272,2023-04-06 21:17:41 (300),1,0,6576,2208,93840
2273,2023-04-06 21:17:42 (300),1,0,8344,7176,210000
2274,2023-04-06 21:17:43 (300),1,0,7224,4968,121576
2275,2023-04-06 21:17:44 (301),1,0,7224,6488,145848
2276,2023-04-06 21:17:45 (300),1,0,7776,3864,93440
2277,2023-04-06 21:17:46 (300),1,0,7224,5520,168624
2278,2023-04-06 21:17:47 (300),1,0,8007,4968,129256
2279,2023-04-06 21:17:48 (300),1,0,6536,10696,152896
2280,2023-04-06 21:17:49 (300),1,0,7400,8280,152528
2281,2023-04-06 21:17:50 (300),1,0,8560,4280,182768
2282,2023-04-06 21:17:51 (300),1,0,6248,6072,164448
2283,2023-04-06 21:17:52 (300),1,0,9112,9040,211616
2284,2023-04-06 21:17:53 (300),1,0,7352,8280,174008
2285,2023-04-06 21:17:54 (300),1,0,8560,6280,313832
2286,2023-04-06 21:17:55 (300),1,0,7352,7728,166536
2287,2023-04-06 21:17:56 (280),1,0,11040,16840,214632
2288,2023-04-06 21:17:57 (300),1,0,6800,3864,225360
2289,2023-04-06 21:17:58 (300),1,0,8808,7728,176816
2290,2023-04-06 21:17:59 (300),1,0,5592,6072,152440
2291,2023-04-06 21:18:00 (300),1,0,9360,9936,95760
2292,2023-04-06 21:18:01 (300),1,0,5064,6648,110496
2293,2023-04-06 21:18:02 (302),1,0,8816,7176,112712
2294,2023-04-06 21:18:03 (300),1,0,5064,8712,142520
2295,2023-04-06 21:18:04 (301),1,0,8080,20768,165968
2296,2023-04-06 21:18:05 (300),1,0,6456,5520,128536
2297,2023-04-06 21:18:06 (300),1,0,8776,6072,103536
2298,2023-04-06 21:18:07 (300),1,0,6448,3312,65191
2299,2023-04-06 21:18:08 (300),1,0,8248,8352,121976
2300,2023-04-06 21:18:09 (301),1,0,5784,6096,108624
2301,2023-04-06 21:18:10 (301),1,0,7176,8280,142336
2302,2023-04-06 21:18:11 (300),1,0,5784,3864,134408
2303,2023-04-06 21:18:12 (300),1,0,7696,9936,156584
2304,2023-04-06 21:18:13 (300),1,0,7872,5568,146184
2305,2023-04-06 21:18:14 (300),1,0,5888,5520,141032
2306,2023-04-06 21:18:15 (300),1,0,8448,4416,143200
2307,2023-04-06 21:18:16 (300),1,0,5888,7384,175072
2308,2023-04-06 21:18:17 (300),1,0,7472,62560,67120
2309,2023-04-06 21:18:18 (300),1,0,0,161496,0
2310,2023-04-06 21:18:19 (300),1,0,0,0,0
2311,2023-04-06 21:18:20 (300),1,0,0,0,0
2312,2023-04-06 21:18:21 (300),1,0,0,0,0
2313,2023-04-06 21:18:22 (300),1,0,0,0,0
2314,2023-04-06 21:18:23 (300),1,0,0,0,0
2315,2023-04-06 21:18:24 (301),1,0,0,0,0
2316,2023-04-06 21:18:25 (300),1,0,0,0,0
2317,2023-04-06 21:18:26 (300),1,0,0,0,0
2318,2023-04-06 21:18:27 (300),1,0,0,0,0
2319,2023-04-06 21:18:28 (300),1,0,0,0,0
2320,2023-04-06 21:18:29 (300),1,0,0,0,0
2321,2023-04-06 21:18:30 (300),1,0,0,0,0
2322,2023-04-06 21:18:31 (301),1,0,0,0,0
2323,2023-04-06 21:18:32 (300),1,0,0,0,0
2324,2023-04-06 21:18:33 (300),1,0,0,0,0
2325,2023-04-06 21:18:34 (300),1,0,0,0,0
2326,2023-04-06 21:18:35 (300),1,0,0,0,0
2327,2023-04-06 21:18:36 (300),1,0,0,0,0
2328,2023-04-06 21:18:37 (300),1,0,0,0,0
2329,2023-04-06 21:18:38 (280),1,0,0,0,0
2330,2023-04-06 21:18:39 (300),1,0,0,0,0
2331,2023-04-06 21:18:40 (300),1,0,0,0,0
2332,2023-04-06 21:18:41 (300),1,0,0,0,0
2333,2023-04-06 21:18:42 (301),1,0,0,0,0
2334,2023-04-06 21:18:43 (300),1,0,0,0,0
2335,2023-04-06 21:18:44 (300),1,0,0,0,0
2336,2023-04-06 21:18:45 (300),1,0,0,0,0
2337,2023-04-06 21:18:46 (300),1,0,0,0,0
2338,2023-04-06 21:18:47 (300),1,0,0,0,0
2339,2023-04-06 21:18:48 (300),1,0,0,0,0
2340,2023-04-06 21:18:49 (300),1,0,0,0,0
2341,2023-04-06 21:18:50 (300),1,0,0,0,0
2342,2023-04-06 21:18:51 (300),1,0,0,0,0
2343,2023-04-06 21:18:52 (300),1,0,504,49072,419224
2344,2023-04-06 21:18:53 (300),1,36504,47624,84040,575360
2345,2023-04-06 21:18:54 (300),1,0,0,552,196312
2346,2023-04-06 21:18:55 (300),1,0,4120,8448,470176
2347,2023-04-06 21:18:56 (300),1,0,680,1680,288768
2348,2023-04-06 21:18:57 (300),1,0,4688,7320,442896
2349,2023-04-06 21:18:58 (300),1,0,680,1104,323808
2350,2023-04-06 21:18:59 (300),1,0,6512,24240,378640
2351,2023-04-06 21:19:00 (300),1,0,680,1680,469032
2352,2023-04-06 21:19:01 (300),1,0,7776,14592,347040
2353,2023-04-06 21:19:02 (300),1,0,1888,7848,754968
2354,2023-04-06 21:19:03 (300),1,0,9576,15216,499008
2355,2023-04-06 21:19:04 (301),1,0,1360,1680,365400
2356,2023-04-06 21:19:05 (300),1,0,10720,22416,525288
2357,2023-04-06 21:19:06 (300),1,0,1360,3912,556576
2358,2023-04-06 21:19:07 (300),1,0,12112,29624,1135416
2359,2023-04-06 21:19:08 (300),1,0,1360,1656,474240
2360,2023-04-06 21:19:09 (300),1,0,12112,31896,754536
2361,2023-04-06 21:19:10 (300),1,0,2040,5376,392496
2362,2023-04-06 21:19:11 (300),1,0,12112,19008,585312
2363,2023-04-06 21:19:12 (300),1,0,2720,8448,304512
2364,2023-04-06 21:19:13 (300),1,0,13176,6856,807000
2365,2023-04-06 21:19:14 (300),1,0,2720,1656,272760
2366,2023-04-06 21:19:15 (300),1,0,13176,12912,592488
2367,2023-04-06 21:19:16 (300),1,0,2720,1656,270048
2368,2023-04-06 21:19:17 (302),1,0,11808,9592,276488
2369,2023-04-06 21:19:18 (300),1,0,2040,1656,370256
2370,2023-04-06 21:19:19 (300),1,0,11808,9264,722592
2371,2023-04-06 21:19:20 (300),1,0,1360,8376,509624
2372,2023-04-06 21:19:21 (300),1,0,12360,11896,942560
2373,2023-04-06 21:19:22 (300),1,0,2056,5040,446240
2374,2023-04-06 21:19:23 (300),1,0,14792,14752,687944
2375,2023-04-06 21:19:24 (300),1,0,2056,3864,497712
2376,2023-04-06 21:19:25 (300),1,0,0,6832,0
2377,2023-04-06 21:19:26 (301),1,80,840,38880,7112
2378,2023-04-06 21:19:27 (300),1,80,36496,105952,219800
2379,2023-04-06 21:19:28 (300),1,0,4096,2832,329344
2380,2023-04-06 21:19:29 (300),1,0,16496,12144,268272
2381,2023-04-06 21:19:30 (300),1,0,4056,38688,265040
2382,2023-04-06 21:19:31 (300),1,0,13936,8103,234128
2383,2023-04-06 21:19:32 (300),1,0,3400,3312,182600
2384,2023-04-06 21:19:33 (300),1,0,7896,96488,182472
2385,2023-04-06 21:19:34 (301),1,0,0,126464,0
2386,2023-04-06 21:19:35 (300),1,0,0,0,0
2387,2023-04-06 21:19:36 (299),1,0,0,0,0
2388,2023-04-06 21:19:37 (300),1,0,0,0,0
2389,2023-04-06 21:19:38 (300),1,0,0,0,0
2390,2023-04-06 21:19:39 (300),1,0,0,0,0
2391,2023-04-06 21:19:40 (300),1,0,0,0,0
2392,2023-04-06 21:19:41 (300),1,0,0,0,0
2393,2023-04-06 21:19:42 (300),1,0,0,0,0
2394,2023-04-06 21:19:43 (300),1,0,0,0,0
2395,2023-04-06 21:19:44 (300),1,0,0,0,0
2396,2023-04-06 21:19:45 (300),1,0,0,0,0
2397,2023-04-06 21:19:46 (300),1,0,0,0,0
2398,2023-04-06 21:19:47 (300),1,0,0,0,0
2399,2023-04-06 21:19:48 (300),1,0,0,0,0
2400,2023-04-06 21:19:49 (301),1,0,0,0,0
2401,2023-04-06 21:19:50 (300),1,0,0,0,0
2402,2023-04-06 21:19:51 (300),1,0,0,0,0
2403,2023-04-06 21:19:52 (300),1,0,0,0,0
2404,2023-04-06 21:19:53 (300),1,0,0,0,0
2405,2023-04-06 21:19:54 (300),1,0,0,0,0
2406,2023-04-06 21:19:55 (302),1,0,0,0,0
2407,2023-04-06 21:19:56 (300),1,0,0,0,0
2408,2023-04-06 21:19:57 (300),1,0,0,0,0
2409,2023-04-06 21:19:58 (300),1,0,0,0,0
2410,2023-04-06 21:19:59 (300),1,0,0,0,0
2411,2023-04-06 21:20:00 (300),1,0,0,0,0
2412,2023-04-06 21:20:01 (300),1,0,0,0,0
2413,2023-04-06 21:20:02 (300),1,0,0,0,0
2414,2023-04-06 21:20:03 (300),1,0,0,0,0
2415,2023-04-06 21:20:04 (300),1,0,0,0,0
2416,2023-04-06 21:20:05 (300),1,0,0,0,0
2417,2023-04-06 21:20:06 (300),1,0,0,0,0
2418,2023-04-06 21:20:07 (300),1,0,0,0,0
2419,2023-04-06 21:20:08 (300),1,0,0,0,0
2420,2023-04-06 21:20:09 (300),1,0,0,0,0
2421,2023-04-06 21:20:10 (300),1,0,0,0,0
2422,2023-04-06 21:20:11 (290),1,0,17552,33880,429920
2423,2023-04-06 21:20:12 (300),1,36504,30576,75744,641288
2424,2023-04-06 21:20:13 (300),1,0,4120,5616,319536
2425,2023-04-06 21:20:14 (300),1,0,680,1680,266280
2426,2023-04-06 21:20:15 (300),1,0,4120,7320,323808
2427,2023-04-06 21:20:16 (301),1,0,680,1680,240624
2428,2023-04-06 21:20:17 (300),1,0,4760,11832,319104
2429,2023-04-06 21:20:18 (300),1,0,680,1104,262776
2430,2023-04-06 21:20:19 (300),1,0,7744,10680,486696
2431,2023-04-06 21:20:20 (300),1,0,1208,1656,243624
2432,2023-04-06 21:20:21 (300),1,0,9520,9576,349464
2433,2023-04-06 21:20:22 (300),1,0,2432,1656,294912
2434,2023-04-06 21:20:23 (300),1,0,9520,6144,540976
2435,2023-04-06 21:20:24 (300),1,0,2432,3912,446688
2436,2023-04-06 21:20:25 (300),1,0,11488,5016,414264
2437,2023-04-06 21:20:26 (300),1,0,2432,2256,202272
2438,2023-04-06 21:20:27 (300),1,0,12304,5520,652040
2439,2023-04-06 21:20:28 (300),1,0,3112,4416,430368
2440,2023-04-06 21:20:29 (300),1,0,12304,5544,548552
2441,2023-04-06 21:20:30 (300),1,0,3792,3864,459552
2442,2023-04-06 21:20:31 (300),1,0,592,15776,9376
2443,2023-04-06 21:20:32 (300),1,0,2504,23184,379232
2444,2023-04-06 21:20:33 (300),1,0,25624,8832,826352
2445,2023-04-06 21:20:34 (300),1,0,3792,1656,326288
2446,2023-04-06 21:20:35 (300),1,0,11232,6072,530192
2447,2023-04-06 21:20:36 (300),1,0,3792,3520,540104
2448,2023-04-06 21:20:37 (300),1,0,11808,8696,477408
2449,2023-04-06 21:20:38 (300),1,0,3792,3312,292016
2450,2023-04-06 21:20:39 (300),1,0,11808,6648,633504
2451,2023-04-06 21:20:40 (300),1,0,4488,2208,386016
2452,2023-04-06 21:20:41 (300),1,0,11808,4992,420864
2453,2023-04-06 21:20:42 (300),1,0,4488,1656,245784
2454,2023-04-06 21:20:43 (300),1,0,13784,6096,308664
2455,2023-04-06 21:20:44 (300),1,0,3808,5592,255400
2456,2023-04-06 21:20:45 (300),1,0,13880,15648,235744
2457,2023-04-06 21:20:46 (300),1,0,4488,10264,471544
2458,2023-04-06 21:20:47 (300),1,0,14400,7728,368592
2459,2023-04-06 21:20:48 (300),1,0,3792,2968,276488
2460,2023-04-06 21:20:49 (300),1,0,12056,6072,278728
2461,2023-04-06 21:20:50 (300),1,0,4368,8640,227056
2462,2023-04-06 21:20:51 (300),1,0,10888,20088,158576
2463,2023-04-06 21:20:52 (300),1,0,3840,2624,364472
2464,2023-04-06 21:20:53 (300),1,0,9744,4968,495248
2465,2023-04-06 21:20:54 (300),1,0,3296,1656,339696
2466,2023-04-06 21:20:55 (300),1,0,9528,6072,100664
2467,2023-04-06 21:20:56 (300),1,0,4064,10800,104776
2468,2023-04-06 21:20:57 (300),1,0,10288,16944,95608
2469,2023-04-06 21:20:58 (300),1,0,3424,2208,124560
2470,2023-04-06 21:20:59 (299),1,0,6752,12168,108752
