消息序号,采集时间,NR DU小区标识,下行RLC总吞吐率(bps),上行RLC总吞吐率(bps),下行MAC总吞吐率(bps),上行MAC总吞吐率(bps),运营商索引
2574,2023-03-20 22:54:59 (519),1,1392,1392,4296,265128,0
2575,2023-03-20 22:55:00 (520),1,1392,1936,3880,268104,0
2576,2023-03-20 22:55:01 (519),1,696,696,2584,265440,0
2577,2023-03-20 22:55:02 (519),1,1392,1936,5168,281640,0
2578,2023-03-20 22:55:03 (519),1,1392,2784,4752,460656,0
2579,2023-03-20 22:55:04 (519),1,1392,1936,4528,261887,0
2580,2023-03-20 22:55:05 (519),1,1392,2784,4848,495768,0
2581,2023-03-20 22:55:06 (519),1,1392,2616,4984,409344,0
2582,2023-03-20 22:55:07 (519),1,1392,2784,5056,550008,0
2583,2023-03-20 22:55:08 (519),1,1392,2616,5080,419064,0
2584,2023-03-20 22:55:09 (519),1,1392,2784,4848,747648,0
2585,2023-03-20 22:55:10 (519),1,1392,2616,5304,412584,0
2586,2023-03-20 22:55:11 (519),1,1392,4176,5400,534384,0
2587,2023-03-20 22:55:12 (519),1,1392,2616,7864,386928,0
2588,2023-03-20 22:55:13 (519),1,1392,4176,5168,486312,0
2589,2023-03-20 22:55:14 (519),1,1392,3296,4888,322920,0
2590,2023-03-20 22:55:15 (519),1,1392,4176,4752,460656,0
2591,2023-03-20 22:55:16 (519),1,1392,3296,5720,303480,0
2592,2023-03-20 22:55:17 (519),1,1392,4176,4752,697384,0
2593,2023-03-20 22:55:18 (519),1,1392,3296,5720,303744,0
2594,2023-03-20 22:55:19 (519),1,1392,2784,5720,399624,0
2595,2023-03-20 22:55:20 (519),1,1392,3296,5720,290784,0
2596,2023-03-20 22:55:21 (519),1,1392,2784,4336,361272,0
2597,2023-03-20 22:55:22 (519),1,1392,3264,5720,297576,0
2598,2023-03-20 22:55:23 (519),1,1392,2784,5168,342096,0
2599,2023-03-20 22:55:24 (519),1,696,2568,3688,323232,0
2600,2023-03-20 22:55:25 (520),1,1392,2784,4752,329136,0
2601,2023-03-20 22:55:26 (520),1,1392,3264,5168,361272,0
2602,2023-03-20 22:55:27 (519),1,696,1392,3272,370992,0
2603,2023-03-20 22:55:28 (519),1,1392,3264,5720,399624,0
2604,2023-03-20 22:55:29 (519),1,1392,2088,4560,425280,0
2605,2023-03-20 22:55:30 (519),1,1392,3264,5144,450936,0
2606,2023-03-20 22:55:31 (519),1,1392,2088,4880,476592,0
2607,2023-03-20 22:55:32 (519),1,1392,2752,4848,621648,0
2608,2023-03-20 22:55:33 (519),1,1392,2600,5112,550896,0
2609,2023-03-20 22:55:34 (519),1,1392,2752,4688,518448,0
2610,2023-03-20 22:55:35 (519),1,1392,3296,4880,550896,0
2611,2023-03-20 22:55:36 (519),1,1392,2752,4560,547080,0
2612,2023-03-20 22:55:37 (519),1,1392,3296,5432,563280,0
2613,2023-03-20 22:55:38 (520),1,1392,2072,4688,712008,0
2614,2023-03-20 22:55:39 (519),1,1392,3296,5432,766248,0
2615,2023-03-20 22:55:40 (519),1,1392,2072,4976,499272,0
2616,2023-03-20 22:55:41 (519),1,1392,3296,5240,534384,0
2617,2023-03-20 22:55:42 (519),1,1392,2072,4656,447696,0
2618,2023-03-20 22:55:43 (519),1,1392,2600,5240,515207,0
2619,2023-03-20 22:55:44 (519),1,1392,2072,4560,547512,0
2620,2023-03-20 22:55:45 (519),1,1392,2600,4376,799440,0
2621,2023-03-20 22:55:46 (519),1,1392,1392,3760,377472,0
2622,2023-03-20 22:55:47 (519),1,1392,2600,4656,479640,0
2623,2023-03-20 22:55:48 (519),1,1392,1392,3760,377472,0
2624,2023-03-20 22:55:49 (519),1,1392,2600,4728,479832,0
2625,2023-03-20 22:55:50 (519),1,696,696,1912,374544,0
2626,2023-03-20 22:55:51 (519),1,1392,1904,4176,399888,0
2627,2023-03-20 22:55:52 (520),1,1392,1392,3624,384840,0
2628,2023-03-20 22:55:53 (519),1,696,1208,2816,396648,0
2629,2023-03-20 22:55:54 (519),1,1392,1392,3976,403128,0
2630,2023-03-20 22:55:55 (519),1,1392,1904,4176,415296,0
2631,2023-03-20 22:55:56 (520),1,1392,1392,3976,403128,0
2632,2023-03-20 22:55:57 (519),1,1392,1904,4176,561096,0
2633,2023-03-20 22:55:58 (519),1,1392,1392,3624,396648,0
2634,2023-03-20 22:55:59 (519),1,1392,1904,3824,502248,0
2635,2023-03-20 22:56:00 (519),1,1392,1392,3976,377208,0
2636,2023-03-20 22:56:01 (519),1,1392,1904,4528,534960,0
2637,2023-03-20 22:56:02 (519),1,1392,1392,3744,355368,0
2638,2023-03-20 22:56:03 (519),1,1392,1904,4528,512544,0
2639,2023-03-20 22:56:04 (520),1,1392,1392,3976,335616,0
2640,2023-03-20 22:56:05 (519),1,1392,1904,4528,490128,0
2641,2023-03-20 22:56:06 (519),1,1392,1392,3744,313272,0
2642,2023-03-20 22:56:07 (520),1,1392,1904,4528,457416,0
2643,2023-03-20 22:56:08 (519),1,1392,1392,3512,281064,0
2644,2023-03-20 22:56:09 (519),1,1392,1904,4296,435000,0
2645,2023-03-20 22:56:10 (519),1,1392,1392,3744,261887,0
2646,2023-03-20 22:56:11 (519),1,1392,1904,4064,380520,0
2647,2023-03-20 22:56:12 (520),1,1392,1392,4296,370992,0
2648,2023-03-20 22:56:13 (519),1,1392,1904,4528,335616,0
2649,2023-03-20 22:56:14 (519),1,9024,19216,37248,678464,0
2650,2023-03-20 22:56:15 (520),1,1392,4064,15440,1103496,0
2651,2023-03-20 22:56:16 (519),1,696,696,2032,211152,0
2652,2023-03-20 22:56:17 (520),1,1392,1904,3976,236232,0
2653,2023-03-20 22:56:18 (519),1,1392,1392,3744,211152,0
2654,2023-03-20 22:56:19 (519),1,696,1208,2816,233568,0
2655,2023-03-20 22:56:20 (519),1,1392,1392,3744,227088,0
2656,2023-03-20 22:56:21 (519),1,1392,1904,3744,229752,0
2657,2023-03-20 22:56:22 (519),1,1392,1392,3744,226512,0
2658,2023-03-20 22:56:23 (519),1,1392,1904,4528,277824,0
2659,2023-03-20 22:56:24 (519),1,1392,1392,4848,232416,0
2660,2023-03-20 22:56:25 (519),1,1392,1904,4432,316176,0
2661,2023-03-20 22:56:26 (519),1,1392,1392,4200,252168,0
2662,2023-03-20 22:56:27 (520),1,1392,1912,4752,374040,0
2663,2023-03-20 22:56:28 (519),1,1392,1392,4296,391296,0
2664,2023-03-20 22:56:29 (519),1,1392,1912,4432,418800,0
2665,2023-03-20 22:56:30 (519),1,1392,1392,4616,291096,0
2666,2023-03-20 22:56:31 (519),1,1392,1912,4432,479832,0
2667,2023-03-20 22:56:32 (519),1,1392,1392,3976,319488,0
2668,2023-03-20 22:56:33 (520),1,1392,1912,4752,547344,0
2669,2023-03-20 22:56:34 (519),1,1392,1392,3880,329136,0
2670,2023-03-20 22:56:35 (519),1,1392,1912,4752,508464,0
2671,2023-03-20 22:56:36 (519),1,1392,1392,3784,338856,0
2672,2023-03-20 22:56:37 (519),1,1392,1912,4336,496032,0
2673,2023-03-20 22:56:38 (519),1,1392,1392,4616,341832,0
2674,2023-03-20 22:56:39 (519),1,1392,1912,4752,511968,0
2675,2023-03-20 22:56:40 (520),1,1392,1392,4200,367488,0
2676,2023-03-20 22:56:41 (519),1,1392,1912,4336,476592,0
2677,2023-03-20 22:56:42 (519),1,696,696,2168,381024,0
2678,2023-03-20 22:56:43 (519),1,1392,1912,4752,454176,0
2679,2023-03-20 22:56:44 (519),1,1392,1392,3880,393408,0
2680,2023-03-20 22:56:45 (520),1,1392,1912,5168,419640,0
2681,2023-03-20 22:56:46 (519),1,696,696,2568,412320,0
2682,2023-03-20 22:56:47 (519),1,1392,1912,3960,412584,0
2683,2023-03-20 22:56:48 (519),1,1392,1392,3624,409344,0
2684,2023-03-20 22:56:49 (519),1,1392,1912,3272,393144,0
2685,2023-03-20 22:56:50 (519),1,1392,1392,3272,406104,0
2686,2023-03-20 22:56:51 (520),1,1392,1912,4176,457416,0
2687,2023-03-20 22:56:52 (519),1,1392,1392,3624,406104,0
2688,2023-03-20 22:56:53 (519),1,1392,1912,4528,486888,0
2689,2023-03-20 22:56:54 (519),1,1392,1392,3624,422304,0
2690,2023-03-20 22:56:55 (519),1,1392,1912,4176,844528,0
2691,2023-03-20 22:56:56 (519),1,1392,1392,3760,406104,0
2692,2023-03-20 22:56:57 (520),1,1392,1912,3272,492528,0
2693,2023-03-20 22:56:58 (519),1,1392,1392,3272,418800,0
2694,2023-03-20 22:56:59 (519),1,1392,1392,3624,419064,0
2695,2023-03-20 22:57:00 (519),1,1392,1392,3624,422040,0
2696,2023-03-20 22:57:01 (519),1,1392,1392,3624,419064,0
2697,2023-03-20 22:57:02 (519),1,1392,1392,3976,403704,0
2698,2023-03-20 22:57:03 (519),1,1392,1392,3408,399888,0
2699,2023-03-20 22:57:04 (519),1,1392,1392,3272,393408,0
2700,2023-03-20 22:57:05 (519),1,1392,1392,3272,393144,0
2701,2023-03-20 22:57:06 (519),1,1392,1392,3272,393408,0
2702,2023-03-20 22:57:07 (519),1,1392,1392,3744,393408,0
2703,2023-03-20 22:57:08 (519),1,696,696,2264,396960,0
2704,2023-03-20 22:57:09 (519),1,1392,1392,3744,390168,0
2705,2023-03-20 22:57:10 (519),1,1392,1392,3744,380448,0
2706,2023-03-20 22:57:11 (519),1,1392,1392,3744,374808,0
2707,2023-03-20 22:57:12 (519),1,696,696,2264,380448,0
2708,2023-03-20 22:57:13 (519),1,1392,1392,3744,377208,0
2709,2023-03-20 22:57:14 (519),1,1392,1392,3512,367752,0
2710,2023-03-20 22:57:15 (519),1,1392,1392,3744,358032,0
2711,2023-03-20 22:57:16 (519),1,1392,1392,4528,348888,0
2712,2023-03-20 22:57:17 (519),1,1392,1392,3512,338856,0
2713,2023-03-20 22:57:18 (519),1,1392,1392,3512,329136,0
2714,2023-03-20 22:57:19 (520),1,1392,1392,3976,319680,0
2715,2023-03-20 22:57:20 (519),1,1392,1392,3744,309960,0
2716,2023-03-20 22:57:21 (519),1,1392,1392,3976,300240,0
2717,2023-03-20 22:57:22 (519),1,1392,3504,5080,537624,0
2718,2023-03-20 22:57:23 (519),1,1392,1920,4296,448224,0
2719,2023-03-20 22:57:24 (520),1,1392,4032,4848,463632,0
2720,2023-03-20 22:57:25 (520),1,1392,2464,4528,454440,0
2721,2023-03-20 22:57:26 (519),1,1392,5280,5720,585696,0
2722,2023-03-20 22:57:27 (519),1,1392,2464,4616,444720,0
2723,2023-03-20 22:57:28 (519),1,1392,5280,6408,573000,0
2724,2023-03-20 22:57:29 (519),1,1392,2464,4752,422040,0
2725,2023-03-20 22:57:30 (519),1,1392,7432,5992,540864,0
2726,2023-03-20 22:57:31 (520),1,1392,3520,4888,396648,0
2727,2023-03-20 22:57:32 (519),1,1392,9040,6824,492792,0
2728,2023-03-20 22:57:33 (519),1,1392,4608,4752,493792,0
2729,2023-03-20 22:57:34 (520),1,696,8344,4376,467712,0
2730,2023-03-20 22:57:35 (519),1,1392,4608,4752,303480,0
2731,2023-03-20 22:57:36 (519),1,1392,9040,5856,419064,0
2732,2023-03-20 22:57:37 (519),1,1392,4608,4336,448912,0
2733,2023-03-20 22:57:38 (519),1,1392,8504,5992,370992,0
2734,2023-03-20 22:57:39 (519),1,1392,4608,4432,278400,0
2735,2023-03-20 22:57:40 (519),1,696,7808,4376,348312,0
2736,2023-03-20 22:57:41 (519),1,1392,4608,4432,597432,0
2737,2023-03-20 22:57:42 (519),1,1392,9568,7968,348312,0
2738,2023-03-20 22:57:43 (519),1,1392,4608,4176,342088,0
2739,2023-03-20 22:57:44 (520),1,1392,9568,6032,380448,0
2740,2023-03-20 22:57:45 (519),1,1392,4608,3824,393400,0
2741,2023-03-20 22:57:46 (519),1,1392,9552,6520,435648,0
2742,2023-03-20 22:57:47 (519),1,1392,4608,4312,432016,0
2743,2023-03-20 22:57:48 (519),1,1392,9024,5832,470112,0
2744,2023-03-20 22:57:49 (519),1,1392,4064,4176,489552,0
2745,2023-03-20 22:57:50 (519),1,1392,9576,6384,521424,0
2746,2023-03-20 22:57:51 (520),1,1392,4064,4176,693144,0
2747,2023-03-20 22:57:52 (519),1,1392,10784,6736,572736,0
2748,2023-03-20 22:57:53 (519),1,1392,4064,4176,573576,0
2749,2023-03-20 22:57:54 (520),1,1392,8672,6384,608112,0
2750,2023-03-20 22:57:55 (519),1,1392,3536,4064,573000,0
2751,2023-03-20 22:57:56 (519),1,1392,8672,7056,801672,0
2752,2023-03-20 22:57:57 (519),1,1392,3536,4528,760344,0
2753,2023-03-20 22:57:58 (519),1,1392,7424,5720,640248,0
2754,2023-03-20 22:57:59 (519),1,1392,3536,4296,534384,0
2755,2023-03-20 22:58:00 (519),1,696,6728,4792,621648,0
2756,2023-03-20 22:58:01 (519),1,1392,3536,4064,483072,0
2757,2023-03-20 22:58:02 (519),1,1392,7016,5952,601896,0
2758,2023-03-20 22:58:03 (519),1,1392,2480,4528,460920,0
2759,2023-03-20 22:58:04 (519),1,1392,5936,5952,575976,0
2760,2023-03-20 22:58:05 (520),1,1392,1936,4064,445296,0
2761,2023-03-20 22:58:06 (520),1,696,4688,4240,547344,0
2762,2023-03-20 22:58:07 (519),1,1392,1936,4296,470112,0
2763,2023-03-20 22:58:08 (519),1,1392,4728,4616,496032,0
2764,2023-03-20 22:58:09 (519),1,1392,1936,4296,486048,0
2765,2023-03-20 22:58:10 (519),1,1392,4848,6408,512544,0
2766,2023-03-20 22:58:11 (519),1,1392,2472,4888,601632,0
2767,2023-03-20 22:58:12 (519),1,1392,4848,5992,617832,0
2768,2023-03-20 22:58:13 (519),1,1392,3008,4888,518183,0
2769,2023-03-20 22:58:14 (519),1,1392,4984,4888,508728,0
2770,2023-03-20 22:58:15 (519),1,1392,3008,5304,499584,0
2771,2023-03-20 22:58:16 (519),1,1392,4984,5304,527904,0
2772,2023-03-20 22:58:17 (519),1,1392,3560,4336,470112,0
2773,2023-03-20 22:58:18 (519),1,1392,4984,4888,534120,0
2774,2023-03-20 22:58:19 (519),1,1392,4096,4888,486576,0
2775,2023-03-20 22:58:20 (519),1,1392,5512,5512,578640,0
2776,2023-03-20 22:58:21 (519),1,1392,4624,5304,444456,0
2777,2023-03-20 22:58:22 (519),1,1392,6056,4984,598392,0
2778,2023-03-20 22:58:23 (519),1,1392,4624,4752,435000,0
2779,2023-03-20 22:58:24 (519),1,1392,6752,7504,640248,0
2780,2023-03-20 22:58:25 (519),1,1392,4624,6040,463896,0
2781,2023-03-20 22:58:26 (519),1,696,6056,4928,640824,0
2782,2023-03-20 22:58:27 (519),1,1392,4624,5304,496608,0
2783,2023-03-20 22:58:28 (519),1,1392,6752,6544,640248,0
2784,2023-03-20 22:58:29 (519),1,1392,4624,5304,514943,0
2785,2023-03-20 22:58:30 (519),1,1392,6752,6544,640248,0
2786,2023-03-20 22:58:31 (520),1,1392,4624,4888,534120,0
2787,2023-03-20 22:58:32 (519),1,1392,6752,5480,1123320,0
2788,2023-03-20 22:58:33 (519),1,696,3928,4752,547080,0
2789,2023-03-20 22:58:34 (519),1,1392,6096,6960,566256,0
2790,2023-03-20 22:58:35 (519),1,1392,4624,4888,521424,0
2791,2023-03-20 22:58:36 (520),1,1392,6752,6544,531144,0
2792,2023-03-20 22:58:37 (519),1,1392,4624,4888,489288,0
2793,2023-03-20 22:58:38 (519),1,1392,6096,6800,466872,0
2794,2023-03-20 22:58:39 (519),1,1392,4624,5144,441216,0
2795,2023-03-20 22:58:40 (519),1,1392,6752,6768,419376,0
2796,2023-03-20 22:58:41 (519),1,1392,5176,5080,390480,0
2797,2023-03-20 22:58:42 (519),1,1392,6096,6248,380448,0
2798,2023-03-20 22:58:43 (520),1,1392,4640,4592,374232,0
2799,2023-03-20 22:58:44 (519),1,1392,6224,5632,345072,0
2800,2023-03-20 22:58:45 (519),1,1392,3560,5112,316176,0
2801,2023-03-20 22:58:46 (519),1,1392,6336,6248,435528,0
2802,2023-03-20 22:58:47 (520),1,1392,3560,5144,306720,0
2803,2023-03-20 22:58:48 (519),1,1392,6272,6536,419376,0
2804,2023-03-20 22:58:49 (519),1,1392,4112,4560,290520,0
2805,2023-03-20 22:58:50 (519),1,1392,6272,5600,457416,0
2806,2023-03-20 22:58:51 (519),1,1392,3576,3824,329136,0
2807,2023-03-20 22:58:52 (519),1,696,5048,4672,509304,0
2808,2023-03-20 22:58:53 (520),1,1392,3048,3824,367488,0
2809,2023-03-20 22:58:54 (519),1,1392,4544,4928,560040,0
2810,2023-03-20 22:58:55 (519),1,1392,3048,4528,422040,0
2811,2023-03-20 22:58:56 (519),1,1392,3952,5280,611928,0
2812,2023-03-20 22:58:57 (519),1,1392,3048,4376,470112,0
2813,2023-03-20 22:58:58 (519),1,1392,4504,5960,640824,0
2814,2023-03-20 22:58:59 (519),1,696,2352,2816,511968,0
2815,2023-03-20 22:59:00 (520),1,1392,3848,5832,608112,0
2816,2023-03-20 22:59:01 (520),1,1392,3048,3272,615384,0
2817,2023-03-20 22:59:02 (519),1,1392,3848,5832,595152,0
2818,2023-03-20 22:59:03 (519),1,1392,3048,4176,576240,0
2819,2023-03-20 22:59:04 (519),1,1392,4344,6032,595152,0
2820,2023-03-20 22:59:05 (519),1,1392,3048,4616,579216,0
2821,2023-03-20 22:59:06 (519),1,1392,4344,6504,560040,0
2822,2023-03-20 22:59:07 (519),1,1392,3048,4848,556800,0
2823,2023-03-20 22:59:08 (519),1,1392,3688,5400,534456,0
2824,2023-03-20 22:59:09 (519),1,1392,3048,4848,518448,0
2825,2023-03-20 22:59:10 (519),1,1392,4240,5952,498432,0
2826,2023-03-20 22:59:11 (520),1,1392,3048,4064,492792,0
2827,2023-03-20 22:59:12 (519),1,1392,4896,6272,483072,0
2828,2023-03-20 22:59:13 (518),1,1392,2496,4848,463632,0
2829,2023-03-20 22:59:14 (519),1,1392,4896,5720,483072,0
2830,2023-03-20 22:59:15 (519),1,1392,2496,5080,457152,0
2831,2023-03-20 22:59:16 (520),1,1392,4896,5720,511392,0
2832,2023-03-20 22:59:17 (521),1,1392,2496,3512,457152,0
2833,2023-03-20 22:59:18 (519),1,696,5448,5552,520272,0
2834,2023-03-20 22:59:19 (519),1,1392,2496,4752,508800,0
2835,2023-03-20 22:59:20 (519),1,1392,5552,6544,547080,0
2836,2023-03-20 22:59:21 (519),1,1392,1392,3784,470112,0
2837,2023-03-20 22:59:22 (519),1,1392,5552,6752,584544,0
2838,2023-03-20 22:59:23 (519),1,1392,1392,3784,457152,0
2839,2023-03-20 22:59:24 (519),1,696,4856,5344,624624,0
2840,2023-03-20 22:59:25 (519),1,1392,1392,4752,483072,0
2841,2023-03-20 22:59:26 (519),1,1392,4896,6544,607536,0
2842,2023-03-20 22:59:27 (519),1,1392,1392,3784,499272,0
2843,2023-03-20 22:59:28 (519),1,1392,6048,5992,556800,0
2844,2023-03-20 22:59:29 (519),1,1392,1392,3784,622128,0
2845,2023-03-20 22:59:30 (519),1,1392,6152,6544,518448,0
2846,2023-03-20 22:59:31 (519),1,1392,1392,3784,521424,0
2847,2023-03-20 22:59:32 (519),1,1392,6152,11056,781200,0
2848,2023-03-20 22:59:33 (519),1,1392,1392,3624,521952,0
2849,2023-03-20 22:59:34 (519),1,1392,6152,6648,435000,0
2850,2023-03-20 22:59:35 (520),1,1392,1392,3272,435000,0
2851,2023-03-20 22:59:36 (519),1,1392,5496,6032,415248,0
2852,2023-03-20 22:59:37 (519),1,1392,1392,3272,406104,0
2853,2023-03-20 22:59:38 (519),1,1392,6152,5832,409344,0
2854,2023-03-20 22:59:39 (519),1,1392,1392,3976,387504,0
2855,2023-03-20 22:59:40 (519),1,1392,6808,6592,440064,0
2856,2023-03-20 22:59:41 (519),1,1392,1392,3272,367752,0
2857,2023-03-20 22:59:42 (520),1,1392,6256,6592,472776,0
2858,2023-03-20 22:59:43 (519),1,1392,1392,2720,348312,0
2859,2023-03-20 22:59:44 (519),1,696,4904,4472,506064,0
2860,2023-03-20 22:59:45 (520),1,1392,1392,3272,329136,0
2861,2023-03-20 22:59:46 (519),1,1392,5600,6160,536472,0
2862,2023-03-20 22:59:47 (520),1,1392,1392,3976,484344,0
2863,2023-03-20 22:59:48 (520),1,1392,5600,6736,563280,0
2864,2023-03-20 22:59:49 (520),1,1392,1392,3512,545328,0
2865,2023-03-20 22:59:50 (519),1,1392,5008,6272,611352,0
2866,2023-03-20 22:59:51 (519),1,696,696,2264,326208,0
2867,2023-03-20 22:59:52 (519),1,1392,4904,6184,621072,0
2868,2023-03-20 22:59:53 (520),1,1392,1392,3744,373968,0
2869,2023-03-20 22:59:54 (519),1,1392,4248,5952,569760,0
2870,2023-03-20 22:59:55 (519),1,1392,1392,3512,412584,0
2871,2023-03-20 22:59:56 (519),1,1392,4248,5952,518448,0
2872,2023-03-20 22:59:57 (519),1,1392,1392,3512,409416,0
2873,2023-03-20 22:59:58 (519),1,1392,4248,5400,467136,0
2874,2023-03-20 22:59:59 (519),1,1392,1392,3512,412392,0
2875,2023-03-20 23:00:00 (520),1,1392,3752,5632,415824,0
2876,2023-03-20 23:00:01 (519),1,1392,1392,3880,402864,0
2877,2023-03-20 23:00:02 (519),1,1392,3096,5856,377784,0
2878,2023-03-20 23:00:03 (519),1,1392,1392,3784,402672,0
2879,2023-03-20 23:00:04 (519),1,1392,3096,5440,325968,0
2880,2023-03-20 23:00:05 (520),1,1392,1392,3784,361008,0
2881,2023-03-20 23:00:06 (519),1,1392,3096,5536,332520,0
2882,2023-03-20 23:00:07 (519),1,1392,1392,3976,338664,0
2883,2023-03-20 23:00:08 (520),1,1392,2600,4888,380520,0
2884,2023-03-20 23:00:09 (519),1,1392,1984,4336,554160,0
2885,2023-03-20 23:00:10 (519),1,696,1904,3272,435648,0
2886,2023-03-20 23:00:11 (519),1,1392,1984,4432,564480,0
2887,2023-03-20 23:00:12 (519),1,1392,1944,4432,486384,0
2888,2023-03-20 23:00:13 (519),1,1392,1984,4848,425352,0
2889,2023-03-20 23:00:14 (519),1,1392,1944,4336,518256,0
2890,2023-03-20 23:00:15 (520),1,1392,1984,4336,580296,0
2891,2023-03-20 23:00:16 (520),1,1392,1944,4336,556872,0
2892,2023-03-20 23:00:17 (519),1,696,1288,3136,575472,0
2893,2023-03-20 23:00:18 (519),1,1392,1944,4432,582528,0
2894,2023-03-20 23:00:19 (520),1,1392,1984,5872,428664,0
2895,2023-03-20 23:00:20 (519),1,1392,1944,4600,540600,0
2896,2023-03-20 23:00:21 (519),1,1392,1984,4528,460656,0
2897,2023-03-20 23:00:22 (519),1,1392,1944,4296,518256,0
2898,2023-03-20 23:00:23 (519),1,1392,1984,3512,463632,0
2899,2023-03-20 23:00:24 (519),1,1392,2048,3512,521424,0
2900,2023-03-20 23:00:25 (519),1,1392,1984,4296,492600,0
2901,2023-03-20 23:00:26 (519),1,1392,2048,3512,498744,0
2902,2023-03-20 23:00:27 (519),1,1392,1984,4064,586560,0
2903,2023-03-20 23:00:28 (519),1,1392,2048,4064,505296,0
2904,2023-03-20 23:00:29 (520),1,1392,1984,4848,534192,0
2905,2023-03-20 23:00:30 (519),1,1392,2048,4528,492792,0
2906,2023-03-20 23:00:31 (519),1,1392,1984,4064,489024,0
2907,2023-03-20 23:00:32 (519),1,1392,2048,4296,486312,0
2908,2023-03-20 23:00:33 (519),1,1392,2576,4528,460656,0
2909,2023-03-20 23:00:34 (519),1,1392,2048,4064,498816,0
2910,2023-03-20 23:00:35 (519),1,1392,2576,4296,505488,0
2911,2023-03-20 23:00:36 (519),1,696,1352,2816,538008,0
2912,2023-03-20 23:00:37 (520),1,1392,2576,4528,505488,0
2913,2023-03-20 23:00:38 (520),1,1392,2048,4200,589008,0
2914,2023-03-20 23:00:39 (519),1,1392,2576,4336,486048,0
2915,2023-03-20 23:00:40 (519),1,1392,2048,4848,637272,0
2916,2023-03-20 23:00:41 (519),1,1392,1984,4432,473352,0
2917,2023-03-20 23:00:42 (519),1,1392,2048,4336,579216,0
2918,2023-03-20 23:00:43 (519),1,696,1288,3136,461232,0
2919,2023-03-20 23:00:44 (520),1,1392,2048,4336,553560,0
2920,2023-03-20 23:00:45 (520),1,1392,1984,4432,460656,0
2921,2023-03-20 23:00:46 (519),1,1392,2048,4336,502248,0
2922,2023-03-20 23:00:47 (519),1,1392,1984,4336,441216,0
2923,2023-03-20 23:00:48 (519),1,1392,2048,4336,454176,0
2924,2023-03-20 23:00:49 (519),1,1392,1984,4752,422616,0
2925,2023-03-20 23:00:50 (519),1,1392,2048,4432,409920,0
2926,2023-03-20 23:00:51 (519),1,1392,1984,4752,425280,0
2927,2023-03-20 23:00:52 (519),1,1392,2048,4336,389904,0
2928,2023-03-20 23:00:53 (519),1,1392,1984,4336,457416,0
2929,2023-03-20 23:00:54 (519),1,1392,2048,4336,370728,0
2930,2023-03-20 23:00:55 (519),1,1392,1984,4432,479832,0
2931,2023-03-20 23:00:56 (519),1,1392,1392,3784,335352,0
2932,2023-03-20 23:00:57 (519),1,1392,1984,6096,492528,0
2933,2023-03-20 23:00:58 (519),1,1392,1392,4328,316176,0
2934,2023-03-20 23:00:59 (519),1,1392,1984,4592,473616,0
2935,2023-03-20 23:01:00 (519),1,1392,1392,3976,297576,0
2936,2023-03-20 23:01:01 (519),1,1392,1984,4528,500424,0
2937,2023-03-20 23:01:02 (519),1,1392,1392,4008,304056,0
2938,2023-03-20 23:01:03 (519),1,696,1288,2848,457992,0
2939,2023-03-20 23:01:04 (519),1,1392,1392,4040,290520,0
2940,2023-03-20 23:01:05 (520),1,1392,1392,3776,274584,0
2941,2023-03-20 23:01:06 (519),1,1392,1392,4328,274584,0
2942,2023-03-20 23:01:07 (519),1,1392,1392,4040,274584,0
2943,2023-03-20 23:01:08 (519),1,1392,1392,4296,275160,0
2944,2023-03-20 23:01:09 (519),1,696,696,2296,281640,0
2945,2023-03-20 23:01:10 (520),1,1392,1392,4328,300240,0
2946,2023-03-20 23:01:11 (520),1,1392,1392,4040,300240,0
2947,2023-03-20 23:01:12 (519),1,1392,1392,4424,303480,0
2948,2023-03-20 23:01:13 (520),1,1392,1392,4040,300240,0
2949,2023-03-20 23:01:14 (519),1,1392,1392,4040,300240,0
2950,2023-03-20 23:01:15 (520),1,1392,1392,4008,303480,0
2951,2023-03-20 23:01:16 (518),1,1392,1392,4008,303480,0
2952,2023-03-20 23:01:17 (520),1,1392,1392,4040,300240,0
2953,2023-03-20 23:01:18 (519),1,1392,1392,4008,300312,0
2954,2023-03-20 23:01:19 (520),1,1392,1392,4008,319416,0
2955,2023-03-20 23:01:20 (519),1,1392,1392,3544,313008,0
2956,2023-03-20 23:01:21 (519),1,1392,1392,3272,322656,0
2957,2023-03-20 23:01:22 (519),1,1392,1392,3624,377784,0
2958,2023-03-20 23:01:23 (519),1,1392,1392,3624,431760,0
2959,2023-03-20 23:01:24 (519),1,1392,1392,3624,329136,0
2960,2023-03-20 23:01:25 (519),1,1392,1392,3408,335352,0
2961,2023-03-20 23:01:26 (519),1,1392,1392,3624,348312,0
2962,2023-03-20 23:01:27 (519),1,1392,1392,3272,364248,0
2963,2023-03-20 23:01:28 (520),1,1392,1392,3624,370728,0
2964,2023-03-20 23:01:29 (519),1,1392,1392,3976,373968,0
2965,2023-03-20 23:01:30 (519),1,1392,1392,3752,390480,0
2966,2023-03-20 23:01:31 (520),1,696,696,2264,400200,0
2967,2023-03-20 23:01:32 (519),1,1392,1392,3976,403440,0
2968,2023-03-20 23:01:33 (520),1,1392,1392,3832,431256,0
2969,2023-03-20 23:01:34 (519),1,1392,1392,3272,418800,0
2970,2023-03-20 23:01:35 (520),1,1392,1392,3624,422040,0
2971,2023-03-20 23:01:36 (519),1,1392,1392,3760,428256,0
