id,time,NR_DU_cell,down_RLC_throughput(bps),up_RLC_throughput(bps),down_MAC_throughput(bps),up_MAC_throughput(bps),base_id,cell_id,phy_cell_id,RSRP(dBm),RSRQ(dB),class
1,1679494689,1,0,5912,6264,221616,1,1,3,-75,-10,0
2,1679494690,1,0,7784,15464,963040,1,1,3,-75,-10,0
3,1679494691,1,0,5912,6008,414168,1,1,3,-77,-10,0
4,1679494692,1,0,8344,16448,486888,1,1,3,-75,-10,0
5,1679494693,1,0,4304,6816,340008,1,1,3,-75,-10,0
6,1679494694,1,0,7288,13080,779632,1,1,3,-75,-10,0
7,1679494695,1,0,3760,4728,465736,1,1,3,-75,-10,0
8,1679494696,1,0,6064,10992,423456,1,1,3,-76,-10,0
9,1679494697,1,0,3760,7456,295176,1,1,3,-75,-10,0
10,1679494698,1,0,5512,10992,712696,1,1,3,-75,-10,0
11,1679494699,1,0,3760,2640,386368,1,1,3,-75,-10,0
12,1679494700,1,0,6216,17088,358608,1,1,3,-75,-10,0
13,1679494701,1,0,3232,6816,234144,1,1,3,-75,-10,0
14,1679494702,1,0,6744,13720,320832,1,1,3,-76,-10,0
15,1679494703,1,0,2144,4728,199032,1,1,3,-76,-10,0
16,1679494704,1,0,6744,13080,320832,1,1,3,-130,-20,0
17,1679494705,1,0,2144,4728,234408,1,1,3,-130,-20,0
18,1679494706,1,0,6088,10992,320832,1,1,3,-76,-10,0
19,1679494707,1,0,2144,4728,240624,1,1,3,-76,-10,0
20,1679494708,1,0,5672,10992,320832,1,1,3,-76,-10,0
21,1679494709,1,0,2144,4728,276000,1,1,3,-76,-10,0
22,1679494710,1,0,4088,6816,269520,1,1,3,-76,-10,0
23,1679494711,1,0,1056,2640,308136,1,1,3,-76,-10,0
24,1679494712,1,0,4744,10992,269520,1,1,3,-77,-10,0
25,1679494713,1,0,1056,2640,346224,1,1,3,-76,-10,0
26,1679494714,1,0,4744,6472,279240,1,1,3,-77,-10,0
27,1679494715,1,0,1624,3512,346224,1,1,3,-76,-10,0
28,1679494716,1,0,3624,4992,294912,1,1,3,-77,-10,0
29,1679494717,1,0,568,2032,317856,1,1,3,-77,-10,0
30,1679494718,1,0,3624,4992,333528,1,1,3,-77,-10,0
31,1679494719,1,0,568,2032,307872,1,1,3,-77,-10,0
32,1679494720,1,0,3560,4992,538512,1,1,3,-76,-10,0
33,1679494721,1,0,568,2032,311112,1,1,3,-77,-10,0
34,1679494722,1,0,3560,6472,551472,1,1,3,-76,-10,0
35,1679494723,1,0,1792,2960,343248,1,1,3,-77,-10,0
36,1679494724,1,0,2456,7024,526080,1,1,3,-76,-10,0
37,1679494725,1,0,1792,3512,349728,1,1,3,-77,-10,0
38,1679494726,1,0,2992,7952,622752,1,1,3,-76,-10,0
39,1679494727,1,0,2320,6472,639480,1,1,3,-76,-10,0
40,1679494728,1,0,4664,9432,1063704,1,1,3,-76,-10,0
41,1679494729,1,0,2864,7752,1039872,1,1,3,-76,-10,0
42,1679494730,1,0,5216,10912,538776,1,1,3,-76,-10,0
43,1679494731,1,0,2208,3512,471528,1,1,3,-77,-10,0
44,1679494732,1,0,5216,9432,500424,1,1,3,-76,-10,0
45,1679494733,1,0,2208,3512,413736,1,1,3,-76,-10,0
46,1679494734,1,0,5216,9432,500424,1,1,3,-76,-10,0
47,1679494735,1,0,2208,3512,391320,1,1,3,-76,-10,0
48,1679494736,1,0,5216,9432,487464,1,1,3,-76,-10,0
49,1679494737,1,0,2208,3512,356208,1,1,3,-76,-10,0
50,1679494738,1,0,5216,9432,487464,1,1,3,-76,-10,0
51,1679494739,1,0,2208,3512,314880,1,1,3,-76,-10,0
52,1679494740,1,0,5976,7952,461808,1,1,3,-76,-10,0
53,1679494741,1,0,2208,3512,337032,1,1,3,-77,-10,0
54,1679494742,1,0,5976,9432,487464,1,1,3,-76,-10,0
55,1679494743,1,0,2208,3512,340272,1,1,3,-75,-10,0
56,1679494744,1,0,6568,7952,487464,1,1,3,-76,-10,0
57,1679494745,1,0,2208,4992,365928,1,1,3,-77,-10,0
58,1679494746,1,0,6568,7952,487464,1,1,3,-130,-20,0
59,1679494747,1,0,2208,4992,365928,1,1,3,-130,-20,0
60,1679494748,1,0,7224,7952,487464,1,1,3,-77,-10,0
61,1679494749,1,0,2208,4992,629352,1,1,3,-78,-10,0
62,1679494750,1,0,7224,7952,744936,1,1,3,-77,-10,0
63,1679494751,1,0,2208,4992,430200,1,1,3,-77,-10,0
64,1679494752,1,0,6632,7952,382392,1,1,3,-77,-10,0
65,1679494753,1,0,2208,4992,423720,1,1,3,-78,-10,0
66,1679494754,1,0,7184,7952,458832,1,1,3,-78,-10,0
67,1679494755,1,0,2208,3512,429672,1,1,3,-78,-10,0
68,1679494756,1,0,5872,7952,468288,1,1,3,-78,-10,0
69,1679494757,1,0,2760,4992,596568,1,1,3,-78,-10,0
70,1679494758,1,0,5336,7952,503664,1,1,3,-78,-10,0
71,1679494759,1,0,2232,6472,615744,1,1,3,-78,-10,0
72,1679494760,1,0,3664,7952,574416,1,1,3,-78,-10,0
73,1679494761,1,0,1688,3512,439392,1,1,3,-78,-10,0
74,1679494762,1,0,3664,7952,603048,1,1,3,-77,-10,0
75,1679494763,1,0,2368,19920,499560,1,1,3,-78,-10,0
76,1679494764,1,0,4072,14512,1702440,1,1,3,-78,-10,0
77,1679494765,1,0,1136,2032,330288,1,1,3,-78,-10,0
78,1679494766,1,0,3008,7952,612504,1,1,3,-77,-10,0
79,1679494767,1,0,1136,2032,365400,1,1,3,-78,-10,0
80,1679494768,1,0,3600,7952,590088,1,1,3,-78,-10,0
81,1679494769,1,0,1688,3512,436416,1,1,3,-78,-10,0
82,1679494770,1,0,3600,7952,539040,1,1,3,-77,-10,0
83,1679494771,1,0,1120,3512,459624,1,1,3,-78,-11,0
84,1679494772,1,0,3600,6472,729576,1,1,3,-77,-10,0
85,1679494773,1,0,1120,4616,439080,1,1,3,-77,-10,0
86,1679494774,1,0,3600,6472,569256,1,1,3,-77,-10,0
87,1679494775,1,0,1120,3512,632952,1,1,3,-78,-10,0
88,1679494776,1,0,3008,6472,391320,1,1,3,-78,-10,0
89,1679494777,1,0,2824,6472,583608,1,1,3,-77,-10,0
90,1679494778,1,0,3008,6472,375648,1,1,3,-77,-10,0
91,1679494779,1,0,2256,4992,426960,1,1,3,-79,-11,0
92,1679494780,1,0,4992,9432,638808,1,1,3,-77,-10,0
93,1679494781,1,0,2256,4992,423192,1,1,3,-79,-10,0
94,1679494782,1,0,4992,9432,551472,1,1,3,-75,-11,0
95,1679494783,1,0,2936,6472,557952,1,1,3,-72,-10,0
96,1679494784,1,440,6600,15000,627864,1,1,3,-72,-10,0
97,1679494785,1,0,3712,7952,593328,1,1,3,-72,-10,0
98,1679494786,1,0,3848,6472,549024,1,1,3,-76,-10,0
99,1679494787,1,0,3272,6472,596304,1,1,3,-130,-20,0
100,1679494788,1,0,7024,7952,603576,1,1,3,-130,-20,0
101,1679494789,1,0,3360,6680,928296,1,1,3,-77,-10,0
102,1679494790,1,0,7552,9432,632208,1,1,3,-74,-10,0
103,1679494791,1,0,5024,9432,612504,1,1,3,-75,-10,0
104,1679494792,1,0,7552,10912,609528,1,1,3,-73,-10,0
105,1679494793,1,0,4584,6472,906456,1,1,3,-74,-10,0
106,1679494794,1,0,7000,7952,523368,1,1,3,-77,-10,0
107,1679494795,1,0,4584,7952,564432,1,1,3,-75,-10,0
108,1679494796,1,0,6264,9432,500688,1,1,3,-77,-10,0
109,1679494797,1,0,4584,7952,661632,1,1,3,-77,-10,0
110,1679494798,1,0,6704,9432,567672,1,1,3,-76,-10,0
111,1679494799,1,0,5240,9432,532560,1,1,3,-76,-10,0
112,1679494800,1,0,6264,7952,503664,1,1,3,-75,-10,0
113,1679494801,1,0,4632,9432,552264,1,1,3,-74,-10,0
114,1679494802,1,0,6768,9432,596568,1,1,3,-76,-10,0
115,1679494803,1,0,4632,9432,570912,1,1,3,-76,-10,0
116,1679494804,1,0,3512,9432,645168,1,1,3,-77,-10,0
117,1679494805,1,0,5176,10360,570912,1,1,3,-77,-10,0
118,1679494806,1,0,3512,9432,586848,1,1,3,-76,-10,0
119,1679494807,1,0,4520,9432,574152,1,1,3,-78,-10,0
120,1679494808,1,696,4208,12392,589512,1,1,3,-75,-10,0
121,1679494809,1,696,4720,12392,576816,1,1,3,-76,-10,0
122,1679494810,1,696,5216,12040,892032,1,1,3,-76,-10,0
123,1679494811,1,696,9736,18512,636120,1,1,3,-75,-10,0
124,1679494812,1,0,6488,10912,561720,1,1,3,-76,-10,0
125,1679494813,1,0,9984,18864,639672,1,1,3,-77,-10,0
126,1679494814,1,0,6488,9432,513120,1,1,3,-76,-10,0
127,1679494815,1,0,8864,15904,639672,1,1,3,-78,-10,0
128,1679494816,1,0,6488,9432,478272,1,1,3,-73,-10,0
129,1679494817,1,0,8864,15904,616680,1,1,3,-73,-10,0
130,1679494818,1,0,6488,9432,458832,1,1,3,-75,-10,0
131,1679494819,1,0,8864,15904,939480,1,1,3,-76,-10,0
132,1679494820,1,0,3944,9432,500952,1,1,3,-75,-10,0
133,1679494821,1,0,10176,19792,625056,1,1,3,-77,-10,0
134,1679494822,1,0,3416,6472,388344,1,1,3,-79,-10,0
135,1679494823,1,0,8952,16832,628704,1,1,3,-79,-10,0
136,1679494824,1,0,3416,7952,330552,1,1,3,-78,-10,0
137,1679494825,1,0,8952,16832,641664,1,1,3,-79,-10,0
138,1679494826,1,0,3416,6120,298416,1,1,3,-78,-10,0
139,1679494827,1,0,8232,13872,928920,1,1,3,-77,-10,0
140,1679494828,1,0,4032,8039,250344,1,1,3,-130,-20,0
141,1679494829,1,0,8232,36016,1019736,1,1,3,-130,-20,0
142,1679494830,1,0,4032,11464,285720,1,1,3,-79,-10,0
143,1679494831,1,0,9448,30560,754800,1,1,3,-77,-10,0
144,1679494832,1,0,4032,11464,343248,1,1,3,-76,-10,0
145,1679494833,1,0,8952,27832,628440,1,1,3,-75,-10,0
146,1679494834,1,0,3024,11464,356208,1,1,3,-78,-10,0
147,1679494835,1,0,10600,30560,622224,1,1,3,-75,-10,0
148,1679494836,1,0,2240,14192,576192,1,1,3,-75,-10,0
149,1679494837,1,0,10024,28640,760968,1,1,3,-75,-10,0
150,1679494838,1,0,2784,14192,513120,1,1,3,-76,-10,0
151,1679494839,1,0,9928,27832,624960,1,1,3,-75,-10,0
152,1679494840,1,0,2784,12824,458832,1,1,3,-79,-10,0
153,1679494841,1,0,10456,28224,624720,1,1,3,-76,-10,0
154,1679494842,1,0,3224,15640,533352,1,1,3,-74,-10,0
155,1679494843,1,0,9536,28000,615744,1,1,3,-76,-10,0
156,1679494844,1,0,2888,11464,475296,1,1,3,-79,-10,0
157,1679494845,1,0,10064,27192,606288,1,1,3,-76,-10,0
158,1679494846,1,0,3536,14192,551736,1,1,3,-77,-10,0
159,1679494847,1,0,10064,32095,641400,1,1,3,-76,-10,0
160,1679494848,1,0,3536,14192,583872,1,1,3,-76,-10,0
161,1679494849,1,0,10600,27832,641400,1,1,3,-78,-10,0
162,1679494850,1,0,3032,13552,626784,1,1,3,-78,-10,0
163,1679494851,1,0,10600,30560,641400,1,1,3,-77,-10,0
164,1679494852,1,0,6248,29920,1104984,1,1,3,-77,-10,0
165,1679494853,1,0,11448,28384,895248,1,1,3,-76,-10,0
166,1679494854,1,0,2376,11464,539040,1,1,3,-76,-10,0
167,1679494855,1,0,9896,25104,641400,1,1,3,-78,-10,0
168,1679494856,1,0,2376,13552,561456,1,1,3,-78,-10,0
169,1679494857,1,0,9368,24464,962208,1,1,3,-78,-10,0
170,1679494858,1,0,2376,11464,626520,1,1,3,-78,-10,0
171,1679494859,1,0,9872,22376,590088,1,1,3,-79,-10,0
172,1679494860,1,0,2376,10824,465048,1,1,3,-75,-10,0
173,1679494861,1,0,9872,15640,577128,1,1,3,-78,-10,0
174,1679494862,1,0,2376,8904,474768,1,1,3,-76,-10,0
175,1679494863,1,0,9864,15808,576864,1,1,3,-78,-10,0
176,1679494864,1,0,2376,9840,506640,1,1,3,-78,-10,0
177,1679494865,1,0,11072,22376,577128,1,1,3,-79,-10,0
178,1679494866,1,0,2376,8736,778224,1,1,3,-80,-10,0
179,1679494867,1,0,10008,19648,599808,1,1,3,-78,-10,0
180,1679494868,1,0,1192,6008,503664,1,1,3,-78,-10,0
181,1679494869,1,0,9480,22376,423456,1,1,3,-130,-20,0
182,1679494870,1,0,648,6008,353448,1,1,3,-130,-20,0
183,1679494871,1,0,10008,21736,423456,1,1,3,-77,-10,0
184,1679494872,1,0,648,4728,333792,1,1,3,-84,-10,0
185,1679494873,1,0,9456,22376,423456,1,1,3,-78,-10,0
186,1679494874,1,0,648,6008,307872,1,1,3,-80,-10,0
187,1679494875,1,0,7176,19648,423720,1,1,3,-78,-10,0
188,1679494876,1,0,1896,10824,397800,1,1,3,-78,-10,0
189,1679494877,1,0,6640,17256,349632,1,1,3,-79,-10,0
190,1679494878,1,0,1896,6008,321096,1,1,3,-77,-10,0
191,1679494879,1,0,7160,21096,439656,1,1,3,-77,-10,0
192,1679494880,1,0,1896,11464,394560,1,1,3,-77,-10,0
193,1679494881,1,0,5416,16920,465312,1,1,3,-76,-10,0
194,1679494882,1,0,1896,8736,397536,1,1,3,-76,-10,0
195,1679494883,1,0,4360,18368,500424,1,1,3,-80,-10,0
196,1679494884,1,0,2552,6008,497664,1,1,3,-78,-10,0
197,1679494885,1,0,4360,19816,599976,1,1,3,-77,-10,0
198,1679494886,1,0,2552,11464,388080,1,1,3,-77,-10,0
199,1679494887,1,0,4432,16920,813960,1,1,3,-77,-10,0
200,1679494888,1,0,3208,10912,607248,1,1,3,-77,-10,0
201,1679494889,1,0,4432,16920,580632,1,1,3,-77,-10,0
202,1679494890,1,0,3208,11464,391320,1,1,3,-79,-10,0
203,1679494891,1,0,4432,19648,577656,1,1,3,-79,-10,0
204,1679494892,1,0,3208,10184,391584,1,1,3,-76,-10,0
205,1679494893,1,0,4432,16920,731712,1,1,3,-77,-10,0
206,1679494894,1,0,3208,11464,664152,1,1,3,-75,-10,0
207,1679494895,1,0,4960,16448,538776,1,1,3,-74,-10,0
208,1679494896,1,0,3208,10184,562512,1,1,3,-74,-10,0
209,1679494897,1,0,4960,16920,503664,1,1,3,-75,-10,0
210,1679494898,1,0,3864,11464,481248,1,1,3,-74,-10,0
211,1679494899,1,0,4376,16192,414000,1,1,3,-74,-10,0
212,1679494900,1,0,3208,10184,500160,1,1,3,-74,-10,0
213,1679494901,1,0,4376,14192,426432,1,1,3,-74,-10,0
214,1679494902,1,0,3208,10824,532296,1,1,3,-76,-10,0
215,1679494903,1,0,3952,15000,423192,1,1,3,-76,-10,0
216,1679494904,1,0,2552,11464,554712,1,1,3,-76,-10,0
217,1679494905,1,0,3952,14192,388080,1,1,3,-75,-10,0
218,1679494906,1,0,3208,10824,554712,1,1,3,-78,-10,0
219,1679494907,1,0,3920,15000,359184,1,1,3,-74,-10,0
220,1679494908,1,0,1960,7456,538776,1,1,3,-77,-10,0
221,1679494909,1,0,3896,14192,317592,1,1,3,-77,-10,0
222,1679494910,1,0,1968,8096,588120,1,1,3,-130,-20,0
223,1679494911,1,0,3376,10992,272712,1,1,3,-130,-20,0
224,1679494912,1,0,1968,6008,410496,1,1,3,-78,-10,0
225,1679494913,1,0,3896,13720,243288,1,1,3,-79,-10,0
226,1679494914,1,0,1968,6008,413472,1,1,3,-77,-10,0
227,1679494915,1,0,3240,10992,230328,1,1,3,-79,-10,0
228,1679494916,1,0,2624,8736,413736,1,1,3,-76,-10,0
229,1679494917,1,0,3240,13464,230328,1,1,3,-80,-10,0
230,1679494918,1,0,1968,6008,391320,1,1,3,-77,-10,0
231,1679494919,1,0,3792,13552,218208,1,1,3,-80,-10,0
232,1679494920,1,0,2624,6008,362688,1,1,3,-78,-10,0
233,1679494921,1,0,4320,28960,340272,1,1,3,-78,-10,0
234,1679494922,1,0,3176,9288,835248,1,1,3,-79,-10,0
235,1679494923,1,0,4352,9840,306144,1,1,3,-79,-10,0
236,1679494924,1,0,2624,4728,307872,1,1,3,-78,-10,0
237,1679494925,1,0,4352,7096,331800,1,1,3,-81,-10,0
238,1679494926,1,0,2624,3512,272760,1,1,3,-77,-10,0
239,1679494927,1,0,4352,7096,373656,1,1,3,-78,-10,0
240,1679494928,1,0,2624,3512,247104,1,1,3,-78,-10,0
241,1679494929,1,0,4352,6424,396072,1,1,3,-81,-10,0
242,1679494930,1,0,1968,3512,237384,1,1,3,-81,-10,0
243,1679494931,1,0,4880,9056,400272,1,1,3,-81,-10,0
244,1679494932,1,0,2520,4992,362952,1,1,3,-81,-10,0
245,1679494933,1,0,4880,7952,397800,1,1,3,-81,-10,0
246,1679494934,1,0,2520,4992,598632,1,1,3,-80,-10,0
247,1679494935,1,0,4352,7952,539784,1,1,3,-80,-10,0
248,1679494936,1,0,2456,6472,728904,1,1,3,-81,-10,0
249,1679494937,1,0,4352,7952,397800,1,1,3,-78,-10,0
250,1679494938,1,0,2456,6472,368904,1,1,3,-81,-10,0
251,1679494939,1,0,3824,9432,397536,1,1,3,-77,-10,0
252,1679494940,1,0,2456,6472,569208,1,1,3,-74,-10,0
253,1679494941,1,0,3848,9432,397536,1,1,3,-76,-10,0
254,1679494942,1,0,2456,6472,371880,1,1,3,-80,-10,0
255,1679494943,1,0,3848,7672,397800,1,1,3,-76,-10,0
256,1679494944,1,0,2352,4992,371880,1,1,3,-80,-10,0
257,1679494945,1,0,3328,7952,397800,1,1,3,-80,-10,0
258,1679494946,1,0,4184,9432,516624,1,1,3,-79,-10,0
259,1679494947,1,0,3848,9432,423192,1,1,3,-80,-10,0
260,1679494948,1,0,3632,7952,554712,1,1,3,-81,-10,0
261,1679494949,1,0,3848,9432,395808,1,1,3,-80,-10,0
262,1679494950,1,0,3632,7952,586848,1,1,3,-79,-10,0
263,1679494951,1,0,2648,6472,362424,1,1,3,-79,-10,0
264,1679494952,1,0,4840,10912,580632,1,1,3,-130,-20,0
265,1679494953,1,0,2648,11464,336768,1,1,3,-130,-20,0
266,1679494954,1,0,5264,16920,867264,1,1,3,-79,-10,0
267,1679494955,1,0,2088,13552,359712,1,1,3,-81,-10,0
268,1679494956,1,0,5264,16920,564696,1,1,3,-78,-10,0
269,1679494957,1,0,2088,8736,278976,1,1,3,-77,-10,0
270,1679494958,1,0,5264,16920,519864,1,1,3,-77,-10,0
271,1679494959,1,0,2088,8904,266280,1,1,3,-79,-10,0
272,1679494960,1,0,5264,19648,484224,1,1,3,-77,-10,0
273,1679494961,1,0,2648,12272,304056,1,1,3,-77,-10,0
274,1679494962,1,0,5264,19648,496920,1,1,3,-77,-10,0
275,1679494963,1,0,2648,12912,281640,1,1,3,-79,-10,0
276,1679494964,1,0,5264,18536,490704,1,1,3,-78,-10,0
277,1679494965,1,0,2648,10184,284880,1,1,3,-77,-10,0
278,1679494966,1,0,5264,19816,568200,1,1,3,-76,-10,0
279,1679494967,1,0,2592,25952,377232,1,1,3,-75,-10,0
280,1679494968,1,0,9432,33288,1239288,1,1,3,-72,-10,0
281,1679494969,1,0,7632,19648,763456,1,1,3,-71,-10,0
282,1679494970,1,0,13104,34736,1112664,1,1,3,-71,-10,0
283,1679494971,1,0,9344,30816,1139216,1,1,3,-71,-10,0
284,1679494972,1,0,13736,35544,1829008,1,1,3,-72,-10,0
285,1679494973,1,0,9368,27360,994624,1,1,3,-75,-10,0
286,1679494974,1,0,15928,38912,1403808,1,1,3,-75,-10,0
287,1679494975,1,0,12560,36016,1202848,1,1,3,-73,-10,0
288,1679494976,1,0,17488,34096,1549296,1,1,3,-71,-10,0
289,1679494977,1,0,23336,60576,2227440,1,1,3,-72,-10,0
290,1679494978,1,0,20272,51744,1992792,1,1,3,-71,-10,0
291,1679494979,1,0,27872,71480,1871056,1,1,3,-71,-10,0
292,1679494980,1,0,22376,57840,1868704,1,1,3,-71,-10,0
293,1679494981,1,0,30744,81112,2013984,1,1,3,-72,-10,0
294,1679494982,1,0,22376,51312,2204640,1,1,3,-71,-10,0
295,1679494983,1,0,31352,85928,1889352,1,1,3,-71,-10,0
296,1679494984,1,0,22928,65384,1875048,1,1,3,-72,-10,0
297,1679494985,1,0,30176,92664,1899792,1,1,3,-71,-10,0
298,1679494986,1,0,32488,57840,2186832,1,1,3,-72,-10,0
299,1679494987,1,0,31616,87848,2406376,1,1,3,-71,-10,0
300,1679494988,1,0,35248,60568,2075295,1,1,3,-71,-10,0
301,1679494989,1,0,32952,81920,2299184,1,1,3,-71,-10,0
302,1679494990,1,0,34216,62016,2348304,1,1,3,-71,-10,0
303,1679494991,1,0,35624,86096,2011144,1,1,3,-71,-10,0
304,1679494992,1,0,34224,67056,2046936,1,1,3,-71,-10,0
305,1679494993,1,0,31960,71008,1879800,1,1,3,-130,-20,0
306,1679494994,1,0,30256,63048,1933680,1,1,3,-130,-20,0
307,1679494995,1,0,31432,76048,2155824,1,1,3,-72,-10,0
308,1679494996,1,0,28520,52304,1455176,1,1,3,-74,-10,0
309,1679494997,1,0,35816,71872,1875584,1,1,3,-70,-10,0
310,1679494998,1,0,32448,55032,1851640,1,1,3,-73,-10,0
311,1679494999,1,0,34736,73096,2101984,1,1,3,-70,-11,0
312,1679495000,1,0,31312,61768,1393584,1,1,3,-75,-11,0
313,1679495001,1,0,35104,70368,1902880,1,1,3,-71,-11,0
314,1679495002,1,0,34824,50856,1700952,1,1,3,-75,-11,0
315,1679495003,1,0,37216,78136,2195768,1,1,3,-69,-10,0
316,1679495004,1,24032,45568,92376,1549880,1,1,3,-72,-10,0
317,1679495005,1,0,21208,45648,1113192,1,1,3,-70,-10,0
318,1679495006,1,0,20512,38104,836928,1,1,3,-68,-10,0
319,1679495007,1,0,19744,48376,1041599,1,1,3,-69,-11,0
320,1679495008,1,0,19512,38744,827472,1,1,3,-69,-11,0
321,1679495009,1,0,18776,51744,1183896,1,1,3,-69,-11,0
322,1679495010,1,0,17728,38744,1035768,1,1,3,-68,-10,0
323,1679495011,1,0,29664,40992,1426968,1,1,3,-69,-10,0
324,1679495012,1,23312,8000,43336,455856,1,1,3,-70,-10,0
325,1679495013,1,0,6240,19648,516360,1,1,3,-71,-10,0
326,1679495014,1,0,2128,6008,253584,1,1,3,-70,-10,0
327,1679495015,1,0,6168,19648,519600,1,1,3,-71,-10,0
328,1679495016,1,0,1056,4728,272496,1,1,3,-75,-10,0
329,1679495017,1,0,5616,19648,545256,1,1,3,-70,-10,0
330,1679495018,1,0,528,2640,491976,1,1,3,-74,-10,0
331,1679495019,1,0,5072,19648,551472,1,1,3,-76,-10,0
332,1679495020,1,0,528,6008,323808,1,1,3,-76,-10,0
333,1679495021,1,0,5008,19648,719112,1,1,3,-76,-10,0
334,1679495022,1,0,528,6008,427488,1,1,3,-77,-10,0
335,1679495023,1,0,5032,22376,859104,1,1,3,-76,-10,0
336,1679495024,1,0,528,4728,479328,1,1,3,-75,-10,0
337,1679495025,1,0,4504,22376,641400,1,1,3,-74,-10,0
338,1679495026,1,0,0,552,301656,1,1,3,-78,-10,0
339,1679495027,1,0,4504,23184,564432,1,1,3,-79,-10,0
340,1679495028,1,0,0,552,301392,1,1,3,-77,-10,0
341,1679495029,1,0,4504,25104,564432,1,1,3,-79,-10,0
342,1679495030,1,0,0,552,304632,1,1,3,-77,-10,0
343,1679495031,1,0,4504,22544,564432,1,1,3,-77,-10,0
344,1679495032,1,0,0,552,304896,1,1,3,-78,-10,0
345,1679495033,1,0,4504,22544,668376,1,1,3,-79,-10,0
346,1679495034,1,0,0,552,324600,1,1,3,-130,-20,0
347,1679495035,1,0,4512,26384,756480,1,1,3,-130,-20,0
348,1679495036,1,0,0,552,473376,1,1,3,-78,-10,0
349,1679495037,1,0,5168,21072,499848,1,1,3,-80,-10,0
350,1679495038,1,0,648,4728,381024,1,1,3,-82,-10,0
351,1679495039,1,0,5168,18304,590088,1,1,3,-79,-10,0
352,1679495040,1,0,648,5624,336768,1,1,3,-80,-10,0
353,1679495041,1,0,5168,18304,593328,1,1,3,-80,-10,0
354,1679495042,1,0,648,5624,371784,1,1,3,-85,-10,0
355,1679495043,1,0,6376,20392,906720,1,1,3,-85,-10,0
356,1679495044,1,0,648,5624,278976,1,1,3,-85,-10,0
357,1679495045,1,0,6272,20840,906456,1,1,3,-85,-10,0
358,1679495046,1,0,648,6176,439128,1,1,3,-88,-10,0
359,1679495047,1,0,5752,18304,581160,1,1,3,-95,-10,0
360,1679495048,1,0,648,5624,230904,1,1,3,-97,-10,0
361,1679495049,1,0,6296,23376,625368,1,1,3,-95,-10,0
362,1679495050,1,0,0,2536,176352,1,1,3,-96,-10,0
363,1679495051,1,0,5160,14656,316968,1,1,3,-97,-10,0
364,1679495052,1,0,2304,6176,208488,1,1,3,-98,-10,0
365,1679495053,1,0,6232,14768,497184,1,1,3,-98,-10,0
366,1679495054,1,0,648,3088,208488,1,1,3,-100,-10,0
367,1679495055,1,0,5704,15768,481512,1,1,3,-100,-10,0
368,1679495056,1,0,1240,8712,307872,1,1,3,-101,-10,0
369,1679495057,1,0,5704,15768,503616,1,1,3,-100,-10,0
370,1679495058,1,0,1240,8160,265968,1,1,3,-102,-10,0
371,1679495059,1,0,4624,13232,506904,1,1,3,-100,-10,0
372,1679495060,1,0,1240,9264,517943,1,1,3,-101,-10,0
373,1679495061,1,0,4624,13440,548712,1,1,3,-102,-10,0
374,1679495062,1,0,1240,5176,311112,1,1,3,-104,-10,0
375,1679495063,1,0,4072,16168,628656,1,1,3,-103,-10,0
376,1679495064,1,0,1792,5176,362424,1,1,3,-104,-11,0
377,1679495065,1,0,3520,11888,861048,1,1,3,-101,-10,0
378,1679495066,1,0,2936,7264,384840,1,1,3,-106,-11,0
379,1679495067,1,0,3520,10992,609480,1,1,3,-104,-10,0
380,1679495068,1,0,2384,6336,416976,1,1,3,-105,-11,0
381,1679495069,1,0,4176,18864,778104,1,1,3,-103,-10,0
382,1679495070,1,0,1736,6816,611280,1,1,3,-103,-11,0
383,1679495071,1,0,3600,5376,632472,1,1,3,-111,-11,1
384,1679495072,1,0,1144,3768,411024,1,1,3,-112,-11,1
385,1679495073,1,0,3600,3936,491232,1,1,3,-110,-11,1
386,1679495074,1,0,1736,3936,651120,1,1,3,-110,-11,1
387,1679495075,1,0,3600,3936,458832,1,1,3,-130,-20,1
388,1679495076,1,0,1736,5064,449376,1,1,3,-130,-20,1
389,1679495077,1,0,2288,2784,436416,1,1,3,-111,-11,1
390,1679495078,1,0,1184,1680,387816,1,1,3,-110,-11,1
391,1679495079,1,0,2816,3704,397536,1,1,3,-110,-11,1
392,1679495080,1,0,1184,1680,416976,1,1,3,-111,-11,1
393,1679495081,1,0,2272,3936,368904,1,1,3,-111,-11,1
394,1679495082,1,0,1184,1680,411024,1,1,3,-112,-11,1
395,1679495083,1,0,2792,5064,368904,1,1,3,-111,-11,1
396,1679495084,1,0,1184,1680,408048,1,1,3,-114,-11,1
397,1679495085,1,0,3448,5064,368640,1,1,3,-115,-11,1
398,1679495086,1,0,1184,1680,378096,1,1,3,-115,-12,1
399,1679495087,1,0,3448,5064,404016,1,1,3,-116,-12,1
400,1679495088,1,0,1184,1680,346488,1,1,3,-115,-11,1
401,1679495089,1,0,3448,5416,469080,1,1,3,-116,-12,1
402,1679495090,1,0,592,1680,321096,1,1,3,-115,-11,1
403,1679495091,1,0,3448,3496,461232,1,1,3,-116,-12,1
404,1679495092,1,0,592,1288,294912,1,1,3,-117,-12,1
405,1679495093,1,0,4104,4824,484224,1,1,3,-114,-11,1
406,1679495094,1,0,592,1128,272496,1,1,3,-117,-13,1
407,1679495095,1,0,4104,5064,467328,1,1,3,-119,-13,1
408,1679495096,1,0,592,2232,272184,1,1,3,-118,-12,1
